wikidata_id,file,author,license,license_url,status
Q550541,JPJ CD2.gif,Unknown author,Public domain,,ok
Q550602,Poison3.JPG,Osvaldo Loiacono,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q55075209,Not3s 2018.png,MTV International,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q551576,Mory Kanté.jpg,Aboubacarkhoraa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q552245,Burial1.svg,Original Burial design.,Public domain,,ok
Q552377,Hellfest2019DiamondHead 05.jpg,Selbymay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q552511,Bill-laswell.jpg,nomo/michael hoefnerhttp://www.zwo5.de,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,ok
Q553861,2012 Squarepusher @ Royale Bostno (8148077592).jpg,digboston,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5539359,"George Formby Sr, 1919.jpg",Unknown (Life time of subject: 4 October 1875 – 8 February 1921),Public domain,,ok
Q554168,Kool G Rap (cropped).jpg,"Kanamedia from Tokyo, Japan",CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q5551605,Pedro Messone (7352281704).jpg,tu Foto con el Presidente,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q555195,"Estatua de Héctor Lavoe en Tablado La Guancha, Barrio Playa, Ponce, PR (DSC01187).jpg",Tito Caraballo,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q55524,MA Charpentier II.jpg,Unknown author,Public domain,,ok
Q555552,Gareth Emery.jpg,"Dan Reid (photographer), Gareth Emery Music (copyright holder).",CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q555623,Edward Sharpe and the Magnetic Zeros.jpg,Anonimosanhueza,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q5556594,Ghetts Cloud x.jpg,Amy Martin Photography,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q556024,Sashaspooky (cropped).jpg,Dosio Dosev,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q55635797,Those Poor Bastards Madison WI 2018.jpg,DallasFletcher,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q557,Patti Smith at the 81st Venice International Film Festival in 2024.jpg,Harald Krichel,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q557775,Linton Kwesi Johnson (1756331326).jpg,Bryan Ledgard,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q558226,Sami Yusuf 2011 (cropped2).jpg,work for hire; copyright owned by Sami Yusuf,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q558464,2015-07-25 Goethes Erben (Amphi festival 2015) 021.jpg,Atamari,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q558709,RobertoGoyeneche.jpg,unknow. uploader Claudio Elias,Public domain,,ok
Q558799,"Muslim Magomayev, Azerbaijani singer.jpg",Post of Azerbaijan/Azermarka,Public domain,,ok
Q559269,José Afonso by Henrique Matos 001.jpg,Henrique José Teixeira Matos,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q559529,Francesco Guccini - Lucca Comics & Games 2016 01.jpg,Niccolò Caranti,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q560153,UB40in2010.jpg,Egghead06,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q5604524,Greensky Bluegrass at Delfest.jpg,Mr.schultz,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q560505,Benny Moré 2.jpg,"Ibrahim Arce (Narcy Studios photographer), most likely",Public domain,,ok
Q560642,"Buju Banton at Ilosaarirock, Joensuu, July 2006.jpg",Flickr user wili_hybrid,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q56074,Rocio Durcal 1962.jpg,"Unknown, none visible",Public domain,,ok
Q560788,26 Prêmio da Música Brasileira (18085831543) (cropped).jpg,26° Prêmio da Música Brasileira,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5608,Eminem 2021 Color Corrected.jpg,Brendan_linden,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q560953,Pablo Milanés (cropped).jpg,FNPI,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q561142,Benjamin Zephaniah 20181206.jpg,Edwardx,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q561205,Raphael (RPS 09-10-2023) Premio Ciudad de Alcalá de las Artes y las Letras.png,Raimundo Pastor,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q561390,Belafleck.jpg,Tom Martorelli from United States,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q561596,Johnny-clegg-valenciennes-davidata-14 07 2009.jpg,davidata,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q5620648,Gus Elen 1900.jpg,Unknown author,Public domain,,ok
Q562148,Cachao (2).jpg,The original uploader was Tonklis at English Wikipedia.,Public domain,,ok
Q56281544,Common Kings Boston 2 (2022).jpg,Sue Kastle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q562912,Les McCann.jpg,Brianmcmillen,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q563057,Charlie Rich 1973.JPG,Epic Records,Public domain,,ok
Q563162,Tim Berne Montreuil Les Instants Chavires 1995 03 08.jpg,Crobeur,Public domain,,ok
Q563386,Lennydee.jpg,No machine-readable author provided. MarkGGN assumed (based on copyright claims).,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q563517,Bailey1.jpg,Graham Burnett,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q5645273,Hamiltondeholandaparis.jpg,Fernanda Peruzzo/Ministério da Cultura,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5659662,"Agarrate Catalina en el Concierto por la Paz en el CCK, octubre de 2023.jpg",Ministerio de Cultura de la Nación,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q5661029,Didi Kempot.jpg,"Government of Purbalingga Regency, Indonesia",Public domain,,ok
Q566173,FTSK Bamboozle.jpg,Esposimi,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q566555,Bohren dcog (12843586343).jpg,hds,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5671685,Amandap.JPG,Costa Julia,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q567714,Anorexia Nervosa band 4.jpg,Małgorzata Kiedrowicz (email: hole666@wp.pl),Public domain,,ok
Q567872,Carlos Lyra.jpg,TV Brasil,CC BY 3.0 br,https://creativecommons.org/licenses/by/3.0/br/deed.en,ok
Q56811731,Arcaño y sus Maravillas.jpg,Unknown author,Public domain,,ok
Q569003,Brian Eno 2015.png,How We Get To Next,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q569408,Meshuggah 2008 Melbourne 2.jpg,"Leposava from Melbourne, Australia",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q569462,Neuroticfish-blackfieldfestival-2013.jpg,Exoport,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q570025,Ben-weasel2.jpg,Ken Schmidt,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q570393,Deichbrand2018-Editors-66.JPG,Chris W. Braunschweiger (talk),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q5704807,"Programes de la festa de San Sebastián de Cruzpampa, Yapatera a Chulucanas (cropped).jpg",Pitxiquin,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q570610,Tanghetto Live.jpg,Marlon Perrone,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q5706948,Hellbastard Eindhoven.jpg,Megatronicus,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q571125,Waka Flocka 2016.png,Max Goldberg,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q57138,Bevrijdingsfestival 2008 - Within Tempation 02 cropped.jpg,Bryan Tong Minh,GFDL 1.2,http://www.gnu.org/licenses/old-licenses/fdl-1.2.html,ok
Q571707,"Mohamed Mounir, b.jpg",Euku,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q572077,"Melanie Thornton at Leipzig, Germany, November 2001.jpg",Privat,Public domain,,ok
Q57213,WP2015 JamesLast FFM.jpg,Sven-Sebastian Sajak,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q572174,Oomph! Wave-Gotik-Treffen 2018 27.jpg,S. Bollmann,Attribution,,ok
Q57244,Paul Hindemith 1923.jpg,Foto vom Hindemith-Institut als Rechteinhaber unter GFDL zur Verfügung gestellt Hochgeladen nach de.wikipedia von de:Ben,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q57247,Edgar Varèse - John French Sloan.jpg,John Sloan,Public domain,,ok
Q572821,Big Black (1986).jpg,"Photograph by John Bohnen (""Spell it right, fucker"").",Public domain,,ok
Q572924,Anthony Braxton 76.jpg,"Tom Marcello Webster, New York, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q573017,Swans warsaw 10 12 2010 poland m kutera.jpg,M kutera,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q573067,GaslightAnthemHammersmith2010.jpg,Alexander Hugo,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q574728,Anti-NowhereLeague-8-Augustibuller2007.jpg,Liftarn,Public domain,,ok
Q574739,Rhythm&sound2.jpg,,,,no credit
Q57512,"Michel Martelly on April 20, 2011.jpg",US Department of State,Public domain,,ok
Q5752293,"MUSEO-CASA DE CARLOTA JARAMILLO ""LA REINA DE LA CANCIÓN NACIONAL"" (39986307341) (cropped).jpg",Agencia de Noticias ANDES,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q5759771,Cecilia Barraza.png,Radio Felicidad (Grupo RPP),CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q576420,Ojos de brujo 2.jpg,Axelv,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q57701496,HF2023DanceWithTheDead 7.jpg,Selbymay,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,ok
Q57784,Markus-shulz at mysteryland.jpg,The original uploader was Skatebiker at English Wikipedia.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q578270,Explosions in the Sky.jpg,Greg Neate,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q578376,Clutch - Reload Festival 2024 01.jpg,Frank Schwichtenberg,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q578979,Slint-1.jpg,michael morel,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q580563,Inul Daratista 2004.JPG,Meutia Chaerani / Indradi Soemardjan http://www.indrani.net,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q5807252,Dimitri Vegas & Like Mike in TomorrowWorld 2013.jpg,Mixtribe,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q580823,"The Impressions, 1964.png",Unknown author,Public domain,,ok
Q580943,Nitzer Ebb.JPG,Gripweed,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q58207,DimmuBorgirTuska2005.jpg,Original uploader was Matthew McPherson at en.wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q58257004,"El Alfa, 2023 - interview with Tony Dandrades.jpeg",Tony Dandrades,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q582813,"Robert Hood Live @ Kennedys, Dublin, Ireland 2009.JPG",Ventolin,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q583025,"Manns, Patricio 20171028 fRF01.jpg",Rodrigo Fernández,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q583344,Mercury rev.jpg,Stinco di Porco,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5836951,Ernesto Montiel.jpg,Polydor,Public domain,,ok
Q58381,Duran Duran 1983.jpg,Brian Aris; Distributed by Capitol Records,Public domain,,ok
Q584447,Chunk no Captain Chunk.jpg,Andy Collegian,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q584835,The Blue Diamonds 914-2294.jpg,"Nationaal Archief, Den Haag, Rijksfotoarchief: Fotocollectie Algemeen Nederlands Fotopersbureau (ANEFO), 1945-1989 - neg",CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en,ok
Q585972,Gigi dAlessio.jpg,Famiglia Iaconianni (Original uploader was Cotton at it.wikipedia),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q58608,Arcade Fire live 20050315.ext.jpg,Andersju (Anders Jensen-Urstad),CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q586994,Lennie Tristano 1947 (Gottlieb).jpg,William P. Gottlieb,Public domain,,ok
Q5872203,Conjunto Chappottín.jpg,Unknown author,Public domain,,ok
Q587694,Dj marlboro bsb.jpg,Olimor,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q587713,The Shamen (1990).jpg,"Greg Neate from Sussex, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q588315,Georgie Fame in Sweden 1968.jpg,Pressens Bild / Scanpix,Public domain,,ok
Q588382,"Popgroep Shocking Blue gaf persconferentie in verband met succes van plaat Ve, Bestanddeelnr 923-1956.jpg",Joost Evers / Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q588392,Roy brown.jpg,Probably Jonas Bernholm,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q588551,Roy Ayers 2019 Glastonbury Festival 09 crop.jpg,Edwardx,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q588820,"Cocteau Twins, The Moon and the Melodies 1986 (cropped) (cropped).jpg",Unknown author,Public domain,,ok
Q589580,Belphegor Tons of Rock 2025-033.jpg,Birgit Fostervold,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q589846,Beenie Man 01716.JPG,Alphakaya,Public domain,,ok
Q590911,Lou Harrison 1940s.jpg,Unknown author,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q59185,Busta Rhymes (52380599657) (cropped).jpg,All-Pro Reels,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q5921,Chuck Berry (8275961).jpeg,Pablo Vaz,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q5921010,Isaco Abitbol 1979.jpg,Music Hall (MH),Public domain,,ok
Q5928796,Hudson Mohawke.jpg,Shaun Murphy,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q5929728,"Huggy Bear, 1994.jpg","Greg Neate from Sussex, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q593741,ProjectPat.jpg,theogeo,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q593809,Assemblage 23 Nocturnal Culture Night 13 2018 02.jpg,S. Bollmann,Attribution,,ok
Q5941036,Ilegales en Extremúsika 2009.jpg,BigSus,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ok
Q594166,Machine Drum.jpg,Zoe,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q594644,Félix Leclerc.jpg,National Film Board of Canada. Photothèque / Library and Archives Canada / PA-107872. Photographer: Devlin-Belaieff-Jous,Public domain,,ok
Q594748,Culture Beat.jpg,TaylorNews,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q59485,Otto Waalkes 1093 (cropped).jpg,Harald Bischoff,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q594855,Sunn O))) - Brutal Assault 01.jpg,Dominik Matus,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q5950,Jamesbrown4.jpg,Dbking @ Flickr,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5951242,Lil B 2011 (cropped).png,https://www.flickr.com/photos/generationbass/,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5969,"Eddie Cochran Publicity Photo, 1958.jpg",Michael Ochs Archives,Public domain,,ok
Q5977,Buddy Holly cropped.JPG,Buddy_Holly_Brunswick_Records.jpg: Brunswick Records derivative work: GDuwenTell me!,Public domain,,ok
Q597911,Chelseagrin-1.jpg,Henry Laurisch,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q5979474,Los Carabajal - Vamos a andar la noche - 1973.jpg,Los Carabajal,Public domain,,ok
Q5979601,Los corraleros de Majagual-1.jpg,Phillipjara,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q5980126,Los Palmeras.jpg,Ministerio de Cultura de la Nación,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q5980565,Los Wembler's de Iquitos Music Peru Smithsonian Folk Festival Washington DC 7244 (19424197806).jpg,bobistraveling,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q5981294,Los Ángeles Azules.jpg,Karla Gil / Secretaría de Cultura de la Ciudad de México,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q598585,Triana - Billboard.jpg,Movieplay,Public domain,,ok
Q599443,Rob Hubbard.jpg,C64Scener,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q59965,Kingston Trio.jpg,Unknown author,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q600311,Cock sparrer live in london crop.jpg,Lapper at Polish Wikipedia,Public domain,,ok
Q600344,The Last Waltz.jpg,David Gans,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q6010844,In Slaughter Natives Nocturnal Culture Night 14 2019 09.jpg,S. Bollmann,Attribution,,ok
Q601577,Raúl Barboza en concierto.jpg,Secretaría de Cultura de la Presidencia de la Nación,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q60194398,Blank Banshee logo text.png,Blank Banshee,Public domain,,ok
Q601984,GBH live in 2006.jpg,GothEric from Italy,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q6028735,Inezita Barroso.jpg,Silvio Tanaka,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q603171,"Yoshida Brothers at Webster Hall, in November 2012 (by May S. Young).jpg",May S. Young,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q60339,Handsome Family 2007.jpg,Erik Joling,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q603579,Circa Survive (2010).jpg,Tucker Leary www.tuckerleary.com,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q604695,Voodoo Glow Skulls.jpg,leigh m aucoin!!,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q604835,"Milk Inc., 2008.jpg",Jaak Geebelen,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q6060,"Curtis ""50 Cent"" Jackson visits Barksdale AFB (5) (cropped).jpg",Senior Airman Nia Jacobs,Public domain,,ok
Q606226,Black-keys-sxsw-montage.jpg,Kara Murphy,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q606250,Goldfrapp Live 2010.jpg,https://www.flickr.com/photos/greenwichphotography/,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q606439,Antonis Remos - Politia Live Clubbing.png,Erud,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q60659,Ute Lemper.jpg,"Elena Torre from Viareggio, Italia",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q6068302,Iration Eugene Oregon 8.jpg,Basilisk4u,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q60694463,Marcus Intalex.jpg,Andrew Gerrand,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,ok
Q6070186,Iris Dement - Ron Baker - 2007.jpg,Ron Baker (https://www.flickr.com/photos/kingsnake),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q60736888,Headie One.png,Mixtape Madness,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q607448,Guitar SlimThe Things I used to do.jpg,http://thehoundblog.blogspot.com/2009/04/guitar-slim.html,Public domain,,ok
Q607725,DBT Live.JPG,Saverivers at English Wikipedia,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q6077732,Isabel Parra en 2018 (cropped).jpg,Rodrigo Fernández,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q6078,Dr. Dre in 2011.jpg,Commondr3ads,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q607838,Fransbauer.jpg,Picture is made by Flickr user Thuiz,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q608233,Brand New Heavies at the Porgy & Bess in Vienna 2008h.jpg,Manfred Werner / Tsui,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,ok
Q60824605,Mono blanco en el festival del cristo negro en Otatitlan 01.jpg,Koffermejia,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q60827,Yawning Man 2019.jpg,Jaroslaw Jablonski,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q6088401,Issues 2018.jpg,Jax 0677,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q6096,Snoop Dogg 2019 by Glenn Francis.jpg,Toglenn,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q61011,Väth 0047.jpg,SvenVaeth,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q610228,TheRighteousBrothersperformingKBF.jpg,Author unknown; Photo courtesy Orange County Archives,No restrictions,https://www.flickr.com/commons/usage/,ok
Q6107,2pac edit cropped further.jpg,Unknown author,Public domain,,ok
Q611179,Jonathan Coulton 13 November 2009.jpg,"Vivan Jayant, taken by Vanderdecken",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q611466,TegoCalderon.jpg,Ventura Mendoza,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q611878,Kula Shaker - Parkpop 2008.jpg,Michiel1972,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q6128039,James Bland's 3 Great Songs.jpg,,,,no credit
Q6129841,James Blackshaw La Maroquinerie cropped.jpg,James Blackshaw La Maroquinerie.jpg: Lost bird derivative work: Hekerui,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q613022,Anvil – Headbangers Open Air 2014 01.jpg,Frank Schwichtenberg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q613838,Inner Circle @ Supreme Court Gardens (24 1 2009) (3296738332).jpg,Stuart Sevastos,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q615207,Incognito Band.jpg,Incognito,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q615867,Eurovision Song Contest 1980 - Telex.jpg,Hans van Dijk for Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,ok
Q6161554,Victoria Santa Cruz (compositora peruana).jpg,El Comercio,Public domain,,ok
Q6162757,Jason Isbell - Cambridge Folk Festival 50th Anniversary.jpg,"Bryan Ledgard from Yorkshire, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q616371,Jenssen cracow.jpg,Wojciech Aniszewski,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q6176881,"Jellyroll Performing at Global Citizen Festival – September 28, 2024 (cropped).jpg",Setoxxx,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q617822,Jars of Clay.jpg,Ian Muttoo,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q619303,Omar Souleyman @ Becks Music Box (5 3 2011) (5519121452).jpg,Stuart Sevastos,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q6193271,Jim & Jesse.png,Epic Records,Public domain,,ok
Q619332,20160130 Bochum Megaherz Erdwärts Tour Megaherz 0013.jpg,© Markus Felix / PushingPixels (contact me),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q619710,2014-07-27 Apoptygma Berzerk (Amphi festival 2014) 012.JPG,Atamari,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q6199827,Jimmy Clanton 1975.JPG,"William Morris Agency (management); photographer: James Kriegsmann, New York.",Public domain,,ok
Q6201257,"Jimmy Shand Memorial Statue, Auchtermuchty (modified background).jpg",Original image: Smart Community Fife *Modifications: Ubcule,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q620454,Architects – Reload Festival 2015 03.jpg,Frank Schwichtenberg,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q62140662,Girl In Red @ Greek Theatre 05 30 2024 (53839303268) (cropped).jpg,Justin Higuchi,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q622636,Spike Jones Billboard 2.jpg,Unknown author,Public domain,,ok
Q622944,Dinosaur Jr. at WTAI in Stockholm.jpg,Johannes Scherman,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q622947,Janes Addiction @ Steel Blue Oval (1 3 2010) (4416154323).jpg,Stuart Sevastos,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q622988,Paul McCartney with Linda McCartney - Wings - 1976.jpg,Jim Summaria,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q624627,Negativland performance.jpg,Nelson Pavlosky,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,ok
Q624790,HoleSXSW2010(wide).jpg,"georgia from brooklyn, usa",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q625547,Song Dae-Kwan.jpg,wasabcon,CC BY 2.0 kr,https://creativecommons.org/licenses/by/2.0/kr/deed.en,ok
Q62554723,PESHAY028bright.jpg,Fiibroptik,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q62591281,Lil Nas X back stage at the MTV Video Music Awards 2019.jpg,Fabebk,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,ok
Q625917,"Nadja live in Toronto, 2009.jpg",Mark Coatsworth,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
Q62617,Armin van Buuren Armin Only Embrace 2017.jpg,"Vitaliy from Kharkiv, Ukraine",CC BY 2.0,https://creativecommons.org/licenses/by/2.0,ok
Q626440,ARASHI mengguncang Jakarta! 1m 5s.jpg,Japanese Station,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,ok
Q6266499,"Johnny Colon in El Barrio in Spanish Harlem, NYC..jpg",Adjoajo,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,ok
