wikidata_id,name,kind,start,country,genres,photo_file,photo_author,photo_license,photo_license_url
Q3063992,Fikret Kızılok,person,1965,Turkey,Q483740,,,,
Q3064804,Fally Ipupa,person,1989,Democratic Republic of the Congo,Q3453150,"Fally Ipupa a Paris, en France.jpg",ByaduniaEspoir,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q306509,Capsule,group,1997,Japan,Q12199824,"Capsule RELEASE PARTY""PLAYER"", STUDIO PARTITA, 2010-03-26.jpg","Karl Baron from Lund, Sweden",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3065138,The Mummies,group,1988,United States,Q2296495|Q140626408,,,,
Q3066755,The Soup Dragons,group,1985,United Kingdom,Q97942949|Q4841596,,,,
Q30694556,Yoruba Andabo,group,1981,Cuba,Q388475|Q3322619,,,,
Q3072901,Firmin Viry,person,1935,France,Q496929,Firmin Viry.jpg,Ph. Guillot,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q3076050,YG,person,2008,United States,Q109941986,Rapper YG 2015.jpg,The Come Up Show,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3079985,Joseíto Fernández,person,1908,Cuba,Q787663,Joseíto Fernández.jpg,R. B,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3080711,South Park Mexican,person,1994,United States,Q1399695,,,,
Q3082337,Francky Vincent,person,1975,France,Q227045,Franky Vincent.jpg,Niko203,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3082582,Frank Domínguez,person,1927,Cuba,Q5393053,,,,
Q3087850,Juan Magán,person,2009,Spain,Q19358266,Billboard Latin Music Showcase Chile 2018 - Juan Magán - 02.jpg,Carlos Figueroa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q308816,Creed,group,1994,United States,Q379671,Creed (band) in 2002.jpg,PA3 Barry Lane,Public domain,
Q3089478,Hermanos Yaipén,group,2008,Peru,Q131334621,Concierto Hermanos Yaipén 2026 (5) (crop).jpg,Mayimbú,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q309001,Morbid Angel,group,1984,United States,Q483251|Q65943557,Morbid Angel 01 2008.jpg,Wilson Bilkovich,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q3090295,Hella,group,2001,United States,Q1132152,Spencer seim.jpg,Dino Dumandan,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5
Q30905544,El Komander,person,1983,Mexico,Q221934|Q109406736,El Komander cantando.jpg,El Komander,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q3090771,Full Intention,group,1990,United Kingdom,Q949369,,,,
Q3091084,Xabier Lete,person,1944,Spain,Q12257561,Xabi Lete 1971 txiki.jpg,"Javier Garaialde-rena da jatorrizko argazkia. ksarasola-k aldaketak egin ditu. Moztuz, kontrastea eta argitasuna aldatuz",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q30915293,Andrés Huesca,person,1917,Mexico,Q1797650,ANDRÉS-HUESCA.jpg,AnonymousUnknown author,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q309312,Testament,group,1983,United States,Q483352,2017 Testament - by 2eight - 8SC1105.jpg,Stefan Brending (2eight),CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en
Q30937500,Yogee New Waves,group,2013,Japan,Q113086512,,,,
Q3095041,Gammer,person,2000,United Kingdom,Q2374619,Dougal++Gammer.jpg,DontStayIn,Public domain,
Q309725,Ritchie Valens,person,1957,United States,Q185162,Ritchie Valens 1959 press photo.jpg,Distributed by General Artists Corportation,Public domain,
Q309941,Ice-T,person,1982,United States,Q429264|Q753679,Body Count feat. Ice-T - 2019214172411 2019-08-02 Wacken - 2311 - AK8I3133 (cropped).jpg,Sven Mandel,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q309983,Caetano Veloso,person,1967,Brazil,Q1046768|Q1413061,Caetano Veloso (cropped).jpg,Secretaría de Cultura Ciudad de México from México,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3100060,Matthew Sweet,person,1978,United States,Q837837,"Matthew Sweet, 2006.jpg",Charlie Ilewellin,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3100841,Gente de Zona,group,2000,Cuba,Q108297222,Gala Billboard Latin Music Showcase Chile 2018 - Gente de Zona - 03.jpg,Carlos Figueroa,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q310116,Lupe Fiasco,person,2000,United States,Q141459,Lupe Fiasco 2012.jpg,Eva Rinaldi,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q310162,Of the Wand & the Moon,group,1998,Denmark,Q775614,Of The Wand And The Moon Nocturnal Culture Night 12 2017 04.jpg,S. Bollmann,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q310170,Curtis Mayfield,person,1956,United States,Q105334717,Curtis Mayfield.png,AVRO,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
Q3101707,Switch,person,2003,United Kingdom,Q2365784,Switchdj.jpg,"georgia from brooklyn, usa",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3101850,George Ramogi,person,1945,Kenya,Q6301761,,,,
Q310300,James Taylor,person,1966,United States,Q217191|Q89363113,James Taylor at Tanglewood.jpg,Paul Keleher,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q310332,Smokey Robinson,person,1955,United States,Q2746831|Q3963051,Smokey Robinson 2.jpg,Dwight McCann / Chumash Casino Resort / www.DwightMcCann.com,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5
Q310339,Carl Perkins,person,1946,United States,Q203720,Carl Perkins 1977.jpg,CBS Television,Public domain,
Q310476,Fats Waller,person,1918,United States,Q181897,Fats Waller edit.jpg,"New York World-Telegram and the Sun staff photographer: Fisher, Alan, photographer.",Public domain,
Q310539,Don Omar,person,1996,United States,Q202930,Don Omar - The Kingdom (Official Q & A).png,Daddy Yankee,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q3106145,Scott Herren,person,1997,United States,Q3108920,Prefuse73 by foto di matti.jpg,Matti Hillig,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3106906,StoneBridge,person,1961,Sweden,Q949369,,,,
Q3107617,Girija Devi,person,1949,Dominion of India,Q70076|Q69596,Girija Devi at Bhopal (2).JPG,Suyash.dwivedi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q310763,Shaggy,person,1992,Jamaica,Q98528253,Shaggy.jpg,https://www.flickr.com/people/adamj4282/,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3108903,Global Communication,group,1992,United Kingdom,Q193207|Q2465085|Q9149801,Global Communication.jpg,Huppeltrut,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3109658,God Is My Co-Pilot,group,1990,United States,Q930995,,,,
Q310985,Robert Miles,person,1969,Italy,Q1339027,Robert Miles by Salim Lamrani (cropped) (377x500).jpg,Salim Lamrani,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3110679,The Remains,group,1964,United States,Q211573,The Remains 1966.jpg,"KRLA/Beat Publications-page 2. This was a newspaper produced for KRLA Radio, Los Angeles, in the mid 1960s.",Public domain,
Q3111214,Seun Kuti,person,1983,Nigeria,Q388296,Seun Kuti & Egypt 80 Rudolstadt (15).jpg,Schorle,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3111407,Gorō Yamaguchi,person,1933,Empire of Japan,Q3075498,,,,
Q311157,Ferry Corsten,person,1989,Kingdom of the Netherlands,Q170435|Q1136765,"Ferry Corsten @ Sankeys, Manchester.jpg",Jchab85,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q311241,Bobby Brown,person,1978,United States,Q840065,Bobby Brown on Sister Circle Live.jpg,Sister Circle Live,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q3112679,Rafael Escalona Martínez,person,1941,Colombia,Q1574985,Mrrafaelescalona.png,The original uploader was Zero Gravity at English Wikipedia.,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q311306,Luther Vandross,person,1969,United States,Q2746831|Q3963051,Luther Vandross 1985b.jpg,Unknown,Public domain,
Q3113502,Yūzō Kayama,person,1961,Japan,Q108297234,Naoaki Ikehata cropped 2 Naoaki Ikehata 20211103.jpg,大臣官房人事課,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q3113632,Le Grand Kallé,person,1953,Democratic Republic of the Congo,Q3453150,Joseph Kabasele promotional photo.jpg,"unknown, Opika Records",Public domain,
Q311523,Américo,person,1988,Chile,Q5794676,Américo.jpg,Viva Iquique weblog / www.vivaiquique.com,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3115369,Gramoun Lélé,person,1948,France,Q496929,,,,
Q311625,Francesco Geminiani,person,1716,Republic of Lucca,Q210216,Francesco Geminiani.jpg,Formerly attributed to Andrea Soldi,Public domain,
Q311674,Francesco Landini,person,1335,Republic of Florence,Q163775|Q210854,"Francesco Landini, Squarcialupi Codex, page 246.jpg",Unknown author,Public domain,
Q311715,Art Blakey,person,1942,United States,Q181010,"Art Blakey and the Jazz Messengers in the Kurzaal Concert Hall in Den Haag, 30.03.1963 - 10.jpg",Fotopersbureau De Boer,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q31174141,Nella Kharisma,person,2014,Indonesia,Q31174954,Nella Kharisma at Kita Merah Putih in 2019 (cropped).png,Humas Provinsi Jawa Tengah (humas.jatengprov.go.id),Public domain,
Q311748,Gigi D'Agostino,person,1994,Italy,Q930592|Q1243254,GigiDag.png,Heryck Jack,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q311766,Philippe de Vitry,person,1291,Kingdom of France,Q210854,"Philippe de Vitry - seal, 1349.jpg",Unknown author,Public domain,
Q311785,Misfits,group,1977,United States,Q830325,Misfits 2012-11-08 01.JPG,IllaZilla,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3118236,Grupo Montez de Durango,group,1996,United States,Q907799,,,,
Q311842,Benny Benassi,person,1980,Italy,Q627906,Bennyvegas.jpg,Benny Benassi,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q31193390,Joker,person,2005,Turkey,Q98528158|Q1136045,,,,
Q3119760,Raison d'être,group,1992,Sweden,Q756956,,,,
Q312093,Camarón de la Isla,person,1969,Spain,Q9764,Camarón De La Isla (1969) (cropped).jpg,Pérez De León,Public domain,
Q312264,Captain Beefheart,person,1964,United States,Q1641839|Q1640319,"Don Van Vliet and Gary Lucas, 'Doc at the Radar Station' sessions (May 1980).jpg",Gary Lucas,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q312270,Wilson Pickett,person,1955,United States,Q1567032,Wilson Pickett 1970s press photo.jpg,Unknown author,Public domain,
Q312368,Ernest Chausson,person,1855,France,Q2737175,A-Ernest Chausson.jpg,"photo by Guy &amp; Mockel, Paris",Public domain,
Q3126025,Hall Johnson,person,1888,United States,Q139566448,Portrait of Hall Johnson LCCN2004663096.jpg,Carl Van Vechten,Public domain,
Q312609,Khaled,person,1970,Algeria,Q839029|Q3908372,Cheb khaled Arab Idol.png,Arab Idol,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q312674,Giorgio Moroder,person,1965,Italy,Q9778|Q1374731|Q98528149,Giorgio Moroder - First Avenue Minneapolis - The Current (44776142702).jpg,Andy Witchger,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q312686,Giacomo Carissimi,person,1640,Papal States,Q85477,,,,
Q312692,Bud Powell,person,1944,United States,Q105513,Bud Powell (1953 publicity photo - cropped).jpg,Distributed by the Gale Agency in New York. Photographer uncredited and unknown.,Public domain,
Q312693,Robert Wyatt,person,1963,United Kingdom,Q9162904,RobertWyatt 2006.jpg,Helena Dornellas,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q312698,Frederick Delius,person,1862,United Kingdom,Q105697765|Q48810672,Frederich Delius portrait (5427720404) (cropped).jpg,"Bergen Public Library Norway from Bergen, Norway",No restrictions,https://www.flickr.com/commons/usage/
Q312743,Neil Sedaka,person,1957,United States,Q28206879,Neil Sedaka - TopPop 1974 3 (cropped).png,AVRO,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
Q312753,Joan Manuel Serrat,person,1965,Spain,Q254890,Serrat portrait.jpg,Presidencia de la Nación Argentina,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3127854,Harry Lauder,person,1870,United Kingdom of Great Britain and Ireland,Q940462,"Harry Lauder, Scotch singer (SAYRE 5898).jpg",Locke Clute,Public domain,
Q3128141,Hassan Hakmoun,person,1970,Morocco,Q2000173,HassanHakmoun.jpg,anyjazz65 from USA,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3130257,Hixxy,person,1975,United Kingdom,Q339906|Q2374619,,,,
Q313080,Soulja Boy,person,2004,United States,Q2991840,Soulja Boy Tell 'Em on YouTube Live.jpg,Reed Kavner,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q313081,Kyū Sakamoto,person,1958,Empire of Japan,Q1418683,Kyu sakamoto.png,Kyu9,Public domain,
Q313138,Redman,person,1990,United States,Q137441526,2016 Redman (cropped).jpg,Stefan Brending (2eight),CC BY-SA 3.0 de,https://creativecommons.org/licenses/by-sa/3.0/de/deed.en
Q313260,Al Green,person,1955,United States,Q131272|Q1567032,Al Green in Washington D.C.jpg,"Kingkongphoto &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q313270,Jerome Kern,person,1902,United States,Q1121111,Jerome-Kern-1934-Stage.jpg,"John Hanrahan Publishing Company, Inc., photograph by Alfredo Valente",Public domain,
Q313318,Salif Keita,person,1984,Mali,Q2064394,Mali Salif Keita2 400.jpg,"The Department of State, Washington, DC.",Public domain,
Q313366,Dr. Alban,person,1980,Nigeria,Q216961,Doctor Alban msk-2.jpg,Alexey Yushenkov,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q313368,King Oliver,person,1908,United States,Q906647|Q124504713,King Oliver (1915 portrait).jpg,Photographer unknown.,Public domain,
Q313371,Erich Wolfgang Korngold,person,1909,Austria,Q106594706,Erich Wolfgang Korngold 01.jpg,Bain,Public domain,
Q313376,Albert Roussel,person,1869,France,Q106576145,Roussel Albert 1913.jpg,unidentified photograph,Public domain,
Q313519,Sidney Bechet,person,1908,United States,Q906647|Q124504713,"(Portrait of Sidney Bechet, New York, N.Y.(?), ca. July 1946) (LOC) (4888659740) (cropped).jpg",The Library of Congress,Public domain,
Q313529,Tommy Dorsey,person,1920,United States,Q203775|Q105756581,,,,
Q313578,Vanilla Ice,person,1985,United States,Q2572585,Vanilla Ice 2010 (cropped).jpg,Rick Marshall,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q313596,Leslie Cheung,person,1977,Canada,Q1192110|Q853873,Leslie Cheung at Madame Tussaud's Hong Kong - Flickr - skinnylawyer.jpg,"skinnylawyer from Los Angeles, California, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q313627,Tricky,person,1985,United Kingdom,Q205560,Tricky @ INmusic festival.jpg,rom@nski photo,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q313639,Michael Nyman,person,1982,United Kingdom,Q572901,Michael Nyman Sant Cugat.jpg,Josep Renalias,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3137013,Shizuko Kasagi,person,1927,Empire of Japan,Q7385628,Shizuko Kasagi.jpg,新東宝 / Shin Tōhō,Public domain,
Q313779,Everything but the Girl,group,1982,United Kingdom,Q11325235|Q264289,Everything but the Girl.jpg,Elena Torre,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q3138085,Ichirō Fujiyama,person,1921,Empire of Japan,Q7385628,藤山一郎.jpg,本人,Public domain,
Q313868,Fela Kuti,person,1958,Nigeria,Q388296|Q106641536,Fela Kuti record.jpg,His master’s voice record company.,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3140890,Horóscopos de Durango,group,1975,United States,Q907799,,,,
Q3141228,Hou Dejian,person,1956,Taiwan,Q5934478,,,,
Q314208,Buddy Guy,person,1953,United States,Q640097|Q1071873|Q65937937,Buddy Guy 2008.jpg,Tom Beetz,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q314245,Jason Becker,person,1986,United States,Q725011,,,,
Q314310,Lead Belly,person,1903,United States,Q43343|Q9759|Q98528141|Q649823|Q65936357,Leadbelly with Accordeon.jpg,Unknown photographer,Public domain,
Q3147363,Iarla Ó Lionáird,person,1964,Ireland,Q771291,Iarla Ó Lionáird (2011).jpg,Xyzdude,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3147762,Queen Ida,person,1975,United States,Q245296,Queen Ida Guillory 2009.jpg,Tom Pich,Public domain,
Q315107,José González,person,2003,Sweden,Q1317816,"José Gonzales at La Route du Rock 2008, b.jpg",Bertrand,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q315417,"Lee ""Scratch"" Perry",person,1962,Jamaica,Q212688,"Lee Scratch Perry @ Band On The Wall, Manchester 19-2-2013 (8493373312).jpg","Jake from Manchester, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3154632,Iry LeJeune,person,1928,United States,Q1026089,,,,
Q3155106,I. K. Dairo,person,1957,Nigeria,Q1715700,,,,
Q3157402,Jackie Opel,person,1938,Barbados,Q7580152,,,,
Q315744,Pierre Schaeffer,person,1942,France,Q1326777|Q823560|Q5969884,Psconcer.jpg,Semitransgenic (talk),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q315780,Stan Kenton,person,1930,United States,Q3807537|Q105756581,Stan Kenton 2.JPG,Hans Bernhard (Schnobby),CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q316074,Cipriano de Rore,person,1542,Republic of Venice,Q193217,CiprianoDeRore.jpg,Hans Muelich,Public domain,
Q316102,Compay Segundo,person,1922,Cuba,Q4428744,Cropped image of Compay.jpg,David Shankbone,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q3161226,Leyland Kirby,person,1996,United Kingdom,Q85765918,,,,
Q3162896,Jason Boland & the Stragglers,group,,United States,Q3422697,,,,
Q316309,Eläkeläiset,group,1993,Finland,Q1051575,Eläkeläiset 15062008 KaivopuistoPark 01.jpg,Cecil,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q316402,Jacques Arcadelt,person,1507,Republic of Venice,Q193217,,,,
Q316427,Morton Feldman,person,1926,United States,Q4993367|Q2332751,"Persconferentie componist Morton Feldman in concertgebouw Amsterdam in verband m, Bestanddeelnr 928-6142.jpg",Rob Bogaerts for Anefo,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en
Q316485,Ultravox,group,1973,United Kingdom,Q325504|Q597240,Ultravox Duisburg 2009.jpg,GraceKelly,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q316505,Dmytro Bortnianskyi,person,1751,Russian Empire,Q7382074,Бортнянский (1788).jpg,Mikhail Ivanovich Belsky,Public domain,
Q316532,Luca Marenzio,person,1577,Republic of Venice,Q193217,"Luca conte Marenzio, Komponist des 16. Jahrhunderts.jpg",Italienischer Maler des 16. Jahrhunderts,Public domain,
Q316588,Big L,person,1992,United States,Q529742,,,,
Q3168137,Jean-Michel Rotin,person,1970,France,Q227045|Q8074636,,,,
Q316872,Afrika Bambaataa,person,1977,United States,Q217597|Q868855|Q1325963,Afrika Bambaataa 2009 IMG 8349 (cropped).jpg,docmonstereyes from USA,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q3169283,Jean-Pierre Ferland,person,1959,Canada,Q2956164,Jean-Pierre Ferland Musée Grévin Montréal.JPG,Eliedion,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3170263,"Jean ""Binta"" Breeze",person,1956,Jamaica,Q1113204,JeanBintaBreeze.jpg,"walnut whippet from Hull, UK",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q317122,Tito Puente,person,1923,United States,Q18345375|Q208239|Q1646666|Q837389,Tito Puentes.jpg,"Kingkongphoto &amp; www.celebrity-photos.com from Laurel Maryland, USA",CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q317128,Jelly Roll Morton,person,1900,United States,Q906647|Q124504713|Q185652,MortonBricktopRowCropMortonFace.jpg,Photographer not credited.,Public domain,
Q3171491,Tsvetelina Yaneva,person,2008,Bulgaria,Q870340,,,,
Q317161,Wayne Shorter,person,1958,United States,Q1092837|Q1127530,Weather Report (Wayne Shorter).jpg,Jean-Luc,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q317350,John Tavener,person,1968,United Kingdom,Q2164565,,,,
Q317427,Donovan,person,1965,United Kingdom,Q1500364|Q11700058|Q383982,,,,
Q317677,Abdullah Ibrahim,person,1934,South Africa,Q6168369|Q1034231,Abdullah Ibrahim Oslo Jazzfestival (191335) (cropped).jpg,Tore Sætre,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3177699,Jessie Mae Hemphill,person,1923,United States,Q5762403,JessieMHemphillbyLMcGaughran.jpg,LisaMcG,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5
Q3179415,Jo Privat,person,1919,France,Q7770873,,,,
Q3181884,Mallikarjun Mansur,person,1928,Dominion of India,Q62128,Mallikarjun Mansur 2014 stamp of India.jpg,"India Post, Government of India",GODL-India,https://data.gov.in/sites/default/files/Gazette_Notification_OGDL.pdf
Q3182445,Henry Fillmore,person,1881,United States,Q7438911,Henry Fillmore at age 16.jpg,Unknown author,Public domain,
Q3182925,Johnny Kemp,person,1979,The Bahamas,Q840065,,,,
Q3183166,Jomanda,group,1988,United States,Q928825|Q97277483,,,,
Q318322,Die Krupps,group,1980,Germany,Q372103,20170722 Köln Amphi Die Krupps 0209 Die Krupps.jpg,© Markus Felix | PushingPixels (contact me),CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q31837635,Dale Cooper Quartet & the Dictaphones,group,,France,Q31837446,,,,
Q31838670,An Autumn for Crippled Children,group,,Netherlands,Q16855754,,,,
Q3184006,Joseba Tapia,person,1964,Spain,Q29252685,Joseba Tapia.jpg,Xabier Cañas,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q318452,Air,group,1995,France,Q757143|Q251192,Air (band) playing in 2010.jpg,Wonker,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q318518,Milton Babbitt,person,1916,United States,Q507246|Q3391334,,,,
Q318619,McCoy Tyner,person,1938,United States,Q1092837|Q1127530,Mccoy Tyner 1973 gh.jpg,Copyright (c) 1973 Gisle Hannemyr,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q318760,Angerfist,person,2001,Kingdom of the Netherlands,Q388906|Q1983750,Angerfist.jpg,Hugo1987,Public domain,
Q318835,Elliott Carter,person,1938,United States,Q96870628,Elliott Carter 1917.jpg,Unknown author,Public domain,
Q318948,Jimmy Smith,person,1956,United States,Q1615483,Jimmy Oscar Smith Hammond.JPG,Hammondite,CC BY 3.0,https://creativecommons.org/licenses/by/3.0
Q319183,Jan Smit,person,1996,Kingdom of the Netherlands,Q2138639,JanSmit.jpg,Marije Weterings Photography,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3192280,Kaly Live Dub,group,,France,Q108107635,,,,
Q319265,Manfred Mann,group,1962,United Kingdom,Q546264|Q4971442,Manfred mann 05121976 02 300.jpg,Helge Øverås,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3193690,Kashif,person,1974,United States,Q4942839,Kashif Saleem and Althea Moses - fiance .jpg,Shawnbrown1,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q319458,Machine Head,group,1991,United States,Q241662,Machine Head en concert à La Rochelle en 2018 (cropped).jpg,Tilly antoine,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
Q3194737,Keith Frank,person,1990,United States,Q245296|Q111186967,Keith Frank Breaux Bridge Crawfish Festival - 05-05-2007.jpg,"John Krupsky from Birmingham, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q319502,Sufjan Stevens,person,1995,United States,Q1317816|Q28401204|Q98528178|Q22991878,Sufjan Stevens playing banjo edit1 (cropped).jpg,Sufjan Stevens playing banjo.jpg: Joe Lencioni derivative work: Antilived,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5
Q3195701,Kevin Fowler,person,2000,United States,Q14493900,Kevin fowler 2007.jpg,Larry D. Moore,CC BY 4.0,https://creativecommons.org/licenses/by/4.0
Q319585,Warren G,person,1990,United States,Q429264|Q1045541,Warren G and Kurupt (cropped).jpg,Connie Lodge,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0
Q320065,Artie Shaw,person,1925,United States,Q203775|Q105756581,Artie Shaw 5 - Film Second Chorus.jpg,Screenshot from the film Second Chorus (1940).,Public domain,
Q320146,Léo Ferré,person,1941,Monaco,Q2956176|Q1062400,LeoFerre-Rome-1972.png,Angelo Deligio / Mondadori via Getty Images,Public domain,
Q3201552,Joey Bada$$,person,2011,United States,Q529742,Joey Badass.jpg,The Come Up Show,CC BY 2.5,https://creativecommons.org/licenses/by/2.5
Q320167,Raekwon,person,1991,United States,Q137541541|Q9302696,Raekwon at the Pitchfork Music Festival (cropped).jpg,Weekly Dig,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q320264,Clint Black,person,1983,United States,Q458480,Clint black 1 (2) 2.jpg,CaitlynBunton98,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q320499,Faith No More,group,1983,United States,Q20378|Q667659,Faith No More @ Brixton 09 1.jpg,p_a_h from United Kingdom,CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q320775,Billy Joe Shaver,person,1973,United States,Q964658,Billy Joe Shaver-2.JPG,derivative work: Entheta (talk) Billy_Joe_Shaver.JPG: Digdug13,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/
Q320998,La Mona Jiménez,person,1967,Argentina,Q155119,Mona Jimenez - oct2008 (6).jpg,Roblespepe,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q3210516,La Mano Ajena,group,2002,Chile,Q9051042,Manovalpo.jpg,Pirinolaxx,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q321160,Willy Alberti,person,1945,Kingdom of the Netherlands,Q2138639,Willy Alberti 1.png,TROS,CC BY-SA 3.0 nl,https://creativecommons.org/licenses/by-sa/3.0/nl/deed.en
Q321178,Tex Williams,person,1946,United States,Q1730388,Tex Williams 1967.JPG,Jim Halsey Artist Management Agency,Public domain,
Q321256,DJ Marky,person,1992,Brazil,Q3179786,Dj marky at lov.e club.jpg,Moretti,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0
Q321339,Paul Oakenfold,person,1980,United Kingdom,Q2866725|Q170435,Paul Oakenfold 2009.jpg,"Jeff McGrath from Salt Lake City, USA",CC BY 2.0,https://creativecommons.org/licenses/by/2.0
Q321748,General Levy,person,1988,United Kingdom,Q2710523,,,,
Q321762,Napalm Death,group,1981,United Kingdom,Q188534,HF2022NapalmDeath 3.jpg,Selbymay,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0
