genre_id,genre,artists
Q135112757,garage psych,Count Five | The 13th Floor Elevators | The Chocolate Watchband | The Electric Prunes | The Seeds
Q1650296,instrumental rock,Booker T. & the M.G.'s | Dick Dale | Duane Eddy | Joe Satriani | Link Wray | The Shadows | The Tornados | The Ventures
Q4390945,rautalanka,
Q944465,jazz rock,"Blood, Sweat & Tears | Chicago | Colosseum | Nucleus | Soft Machine | Steely Dan"
Q186472,folk rock,"Bob Dylan | Buffalo Springfield | Crosby, Stills, Nash & Young | Fairport Convention | Simon & Garfunkel | The Byrds | The Mamas & the Papas"
Q2614533,British folk rock,Fairport Convention | Lindisfarne | Pentangle | Richard and Linda Thompson | Steeleye Span | The Albion Band
Q2662148,Celtic rock,Alan Stivell | Big Country | Horslips | Runrig | The Pogues | The Waterboys
Q641318,medieval folk rock,Gryphon | In Extremo | Saltatio Mortis | Schandmaul | Subway to Sally
Q6665252,Phleng phuea chiwit,Carabao | Caravan
Q5389389,Alpenrock,Hubert von Goisern
Q123360735,rock rural,"Sá, Rodrix & Guarabyra"
Q483740,Anatolian rock,Barış Manço | Cem Karaca | Erkin Koray | Fikret Kızılok | Moğollar | Selda Bağcan
Q613408,country rock,Eagles | Linda Ronstadt | New Riders of the Purple Sage | Poco | The Byrds | The Flying Burrito Brothers
Q136206036,cosmic country,Gram Parsons | Michael Nesmith | Sturgill Simpson
Q325504,electronic rock,Gary Numan | Nine Inch Nails | Silver Apples | Suicide | The Prodigy | Ultravox
Q484641,pop rock,Bryan Adams | Elton John | Fleetwood Mac | Maroon 5 | Sheryl Crow | The Beach Boys | The Beatles | The Police
Q2090023,piano rock,Ben Folds Five | Billy Joel | Elton John | Jerry Lee Lewis | Keane | Something Corporate | The Fray | Tori Amos
Q837837,power pop,Badfinger | Big Star | Cheap Trick | Fountains of Wayne | Matthew Sweet | Raspberries | The Knack | Weezer
Q217191,soft rock,Air Supply | America | Bread | Carpenters | Christopher Cross | Fleetwood Mac | James Taylor | Seals and Crofts
Q28401124,yacht rock,Ambrosia | Boz Scaggs | Christopher Cross | Kenny Loggins | Robbie Dupree | Steely Dan | The Doobie Brothers | Toto
Q2746831,quiet storm,Anita Baker | Freddie Jackson | Luther Vandross | Peabo Bryson | Sade | Smokey Robinson | Teddy Pendergrass
Q546264,beat music,Gerry and the Pacemakers | Herman's Hermits | Manfred Mann | The Animals | The Beatles | The Dave Clark Five | The Hollies | The Searchers
Q2344635,Merseybeat,Billy J. Kramer with the Dakotas | Cilla Black | Gerry and the Pacemakers | The Beatles | The Fourmost | The Merseybeats | The Searchers | The Swinging Blue Jeans
Q2639210,Nederbeat,Cuby + Blizzards | Golden Earring | Q65 | Shocking Blue | The Motions | The Outsiders
Q2607836,freakbeat,John's Children | The Action | The Birds | The Creation | The Eyes | The Smoke
Q3117305,group sounds,The Blue Comets | The Golden Cups | The Mops | The Spiders | The Tempters | The Tigers
Q24935256,Candombe beat,Eduardo Mateo | El Kinto
Q6296743,jovem guarda,Erasmo Carlos | Jerry Adriani | Os Incríveis | Renato e Seus Blue Caps | Roberto Carlos | Ronnie Von | Wanderléa
Q6153278,tropical rock,Jimmy Buffett
Q6749708,Manila sound,Apo Hiking Society | Hajji Alejandro | Hotdog | Rico J. Puno | VST & Company
Q1190565,jangle pop,Let's Active | R.E.M. | The Bangles | The Church | The Go-Betweens | The La's | The Smiths | The dB's
Q97942949,C86,McCarthy | Primal Scream | Shop Assistants | The Bodines | The Mighty Lemon Drops | The Pastels | The Soup Dragons | The Wedding Present
Q11325235,neo-acoustic,Aztec Camera | Everything but the Girl | Flipper's Guitar | Orange Juice | The Pale Fountains
Q1432934,Paisley Underground,Green on Red | Rain Parade | The Bangles | The Dream Syndicate | The Long Ryders | The Three O'Clock | True West
Q370778,twee pop,Beat Happening | Belle and Sebastian | Camera Obscura | Heavenly | Talulah Gosh | The Field Mice | The Vaselines | Tiger Trap
Q126281483,cuddlecore,Cub
Q8770312,Donosti sound,Aventuras de Kirlian | La Buena Vida | Le Mans
Q189045,Britpop,Blur | Elastica | Oasis | Ocean Colour Scene | Pulp | Suede | Supergrass | The Verve
Q11331157,beat rock,BOØWY
Q109050964,Burmese stereo,Sai Htee Saing
Q12701217,pop yeh-yeh,A. Ramlie | Jeffrydin | M. Osman
Q206159,psychedelic rock,13th Floor Elevators | Cream | Grateful Dead | Jefferson Airplane | Pink Floyd | Tame Impala | The Doors | The Jimi Hendrix Experience
Q236932,acid rock,Big Brother and the Holding Company | Blue Cheer | Country Joe and the Fish | Grateful Dead | Iron Butterfly | Jefferson Airplane | Quicksilver Messenger Service | The Jimi Hendrix Experience
Q1702909,raga rock,Kula Shaker | The Beatles | The Byrds | The Kinks | The Yardbirds
Q236913,space rock,Gong | Hawkwind | Loop | Monster Magnet | Ozric Tentacles | Pink Floyd | Spacemen 3 | Spiritualized
Q109077288,space rock revival,Bardo Pond | Loop | Ozric Tentacles | Spacemen 3 | Spiritualized
Q703778,neo-psychedelia,Animal Collective | Echo & the Bunnymen | MGMT | Mercury Rev | Tame Impala | The Flaming Lips | The Soft Boys | The Teardrop Explodes
Q4841596,baggy,Flowered Up | Happy Mondays | Inspiral Carpets | Northside | The Charlatans | The Farm | The Soup Dragons | The Stone Roses
Q25345818,hypnagogic pop,Ariel Pink | Ducktails | Gary War | James Ferraro | Oneohtrix Point Never
Q16254929,Italian occult psychedelia,Cannibal Movie | Heroin in Tahiti | Mai Mai Mai
Q617240,stoner rock,Clutch | Fu Manchu | Karma to Burn | Kyuss | Monster Magnet | Queens of the Stone Age | Sleep | Truckfighters
Q3322869,Palm Desert Scene,Eagles of Death Metal | Fatso Jetson | Kyuss | Queens of the Stone Age | Unida | Yawning Man
Q98528291,heavy psych,Blue Cheer | Colour Haze | Dead Meadow | Earthless | Sir Lord Baltimore
Q135493769,psychploitation,
Q135112758,xian psych,Agape | All Saved Freak Band
Q1641839,experimental rock,Can | Captain Beefheart | Frank Zappa | Pere Ubu | Radiohead | Sonic Youth | Swans | The Velvet Underground
Q320592,Krautrock,Amon Düül II | Ash Ra Tempel | Can | Cluster | Faust | Kraftwerk | Neu! | Tangerine Dream
Q209137,post-rock,Bark Psychosis | Explosions in the Sky | Godspeed You! Black Emperor | Mogwai | Sigur Rós | Slint | Talk Talk | Tortoise
Q1929352,roots rock,Creedence Clearwater Revival | Drive-By Truckers | Los Lobos | The Band | The Black Crowes | The Blasters | The Georgia Satellites
Q675553,swamp rock,Creedence Clearwater Revival | Dr. John | Tony Joe White
Q107197766,Tex-Mex,Flaco Jiménez | Freddy Fender | Sam the Sham & the Pharaohs | Sir Douglas Quintet
Q83270,hard rock,AC/DC | Aerosmith | Deep Purple | Guns N' Roses | Kiss | Led Zeppelin | Thin Lizzy | Van Halen
Q12702016,rock kapak,Lefthanded | May | Search | Wings | XPDC
Q55296418,occult rock,Black Widow | Blood Ceremony | Coven | Ghost | Jex Thoth | The Devil's Blood | Uncle Acid & the Deadbeats
Q49451,progressive rock,"Emerson, Lake & Palmer | Genesis | Jethro Tull | King Crimson | Pink Floyd | Porcupine Tree | Rush | Yes"
Q727803,Canterbury scene,Caravan | Egg | Gong | Hatfield and the North | Henry Cow | Matching Mole | National Health | Soft Machine
Q106621063,symphonic prog,"Banco del Mutuo Soccorso | Camel | Emerson, Lake & Palmer | Genesis | Premiata Forneria Marconi | Renaissance | The Flower Kings | Yes"
Q100151423,brutal prog,Koenjihyakkei | Ruins | Upsilon Acrux
Q1051843,neo-prog,Arena | IQ | Marillion | Pallas | Pendragon | Twelfth Night
Q65937817,crossover prog,Electric Light Orchestra | Kate Bush | Peter Gabriel | Supertramp | The Alan Parsons Project | The Moody Blues
Q253137,rock opera,Ayreon | Green Day | My Chemical Romance | Pink Floyd | Queensrÿche | The Pretty Things | The Who
Q217467,art rock,David Bowie | Kate Bush | Radiohead | Roxy Music | Sparks | St. Vincent | Talking Heads | The Velvet Underground
Q753520,Christian rock,Audio Adrenaline | DC Talk | Jars of Clay | Larry Norman | Newsboys | Petra | Skillet | Third Day
Q106581777,jam band music,Dave Matthews Band | Gov't Mule | Grateful Dead | Phish | The Allman Brothers Band | The String Cheese Incident | Umphrey's McGee | Widespread Panic
Q852767,Southern rock,Drive-By Truckers | Lynyrd Skynyrd | Molly Hatchet | Outlaws | The Allman Brothers Band | The Black Crowes | The Marshall Tucker Band | ZZ Top
Q76092,glam rock,Alice Cooper | David Bowie | Mott the Hoople | Roxy Music | Slade | Suzi Quatro | Sweet | T. Rex
Q1123745,glam punk,Hanoi Rocks | Jayne County | New York Dolls
Q835891,funk rock,Fishbone | Funkadelic | Mother's Finest | Prince | Red Hot Chili Peppers | Sly and the Family Stone
Q6868046,Minneapolis sound,Alexander O'Neal | André Cymone | Mazarati | Prince | Sheila E. | The Family | The Time | Vanity 6
Q12326776,metal music,Black Sabbath | Iron Maiden | Judas Priest | Metallica | Motörhead | Pantera | Slayer | Slipknot
Q38848,heavy metal music,Accept | Black Sabbath | Dio | Iron Maiden | Judas Priest | Motörhead | Saxon | Scorpions
Q370515,new wave of British heavy metal,Angel Witch | Def Leppard | Diamond Head | Girlschool | Iron Maiden | Saxon | Tygers of Pan Tang | Venom
Q211723,speed metal,Accept | Agent Steel | Anvil | Exciter | Motörhead | Razor | Venom
Q108665742,US power metal,Crimson Glory | Helstar | Iced Earth | Jag Panzer | Liege Lord | Omen | Riot V | Vicious Rumors
Q822914,Christian metal,Barren Cross | Believer | Demon Hunter | Extol | Living Sacrifice | Mortification | Stryper | Tourniquet
Q725011,neo-classical metal,Jason Becker | Symphony X | Tony MacAlpine | Uli Jon Roth | Vinnie Moore | Yngwie Malmsteen
Q188539,glam metal,Bon Jovi | Cinderella | Def Leppard | Mötley Crüe | Poison | Quiet Riot | Ratt | Twisted Sister
Q1785028,sleaze rock,Buckcherry | Crashdïet | Faster Pussycat | Guns N' Roses | Hanoi Rocks | L.A. Guns
Q186170,doom metal,Black Sabbath | Candlemass | Cathedral | Electric Wizard | My Dying Bride | Pentagram | Saint Vitus | Trouble
Q108979517,traditional doom metal,Count Raven | Pagan Altar | Pentagram | Reverend Bizarre | Saint Vitus | The Obsessed | Trouble | Witchfinder General
Q5834708,epic doom metal,Atlantean Kodex | Candlemass | Doomsword | Isole | Solitude Aeturnus | Solstice | While Heaven Wept
Q2738113,funeral doom metal,Ahab | Esoteric | Evoken | Mournful Congregation | Shape of Despair | Skepticism | Thergothon | Worship
Q2089511,death-doom,Anathema | Asphyx | Disembowelment | Hooded Menace | My Dying Bride | Paradise Lost | Swallow the Sun | Winter
Q483352,thrash metal,Anthrax | Exodus | Kreator | Megadeth | Metallica | Sepultura | Slayer | Testament
Q932977,crossover thrash,Corrosion of Conformity | Cryptic Slaughter | Dirty Rotten Imbeciles | Excel | Municipal Waste | Nuclear Assault | Stormtroopers of Death | Suicidal Tendencies
Q56377253,technical thrash metal,Coroner | Mekong Delta | Realm | Sieges Even | Toxik | Vektor | Voivod | Watchtower
Q57143,power metal,Blind Guardian | DragonForce | Gamma Ray | HammerFall | Helloween | Rhapsody of Fire | Sabaton | Stratovarius
Q484344,progressive metal,Between the Buried and Me | Dream Theater | Fates Warning | Mastodon | Opeth | Queensrÿche | Symphony X | Tool
Q2532560,djent,Animals as Leaders | Meshuggah | Monuments | Periphery | Tesseract | Textures | Uneven Structure | Vildhjarta
Q20378,alternative metal,Alice in Chains | Deftones | Faith No More | Helmet | Jane's Addiction | Primus | System of a Down | Tool
Q667659,funk metal,24-7 Spyz | Faith No More | Fishbone | Infectious Grooves | Living Colour | Mordred | Primus | Red Hot Chili Peppers
Q856872,rap metal,Biohazard | Body Count | Clawfinger | Limp Bizkit | Rage Against the Machine | Stuck Mojo
Q263734,nu metal,Deftones | Disturbed | Korn | Limp Bizkit | Linkin Park | Papa Roach | Slipknot | System of a Down
Q641357,avant-garde metal,Arcturus | Celtic Frost | Diablo Swing Orchestra | Kayo Dot | Mr. Bungle | Sigh | Ulver | Voivod
Q132438,black metal,Bathory | Burzum | Darkthrone | Emperor | Gorgoroth | Immortal | Mayhem | Venom
Q213149,viking metal,Amon Amarth | Bathory | Einherjer | Enslaved | Falkenbach | Moonsorrow | Týr | Windir
Q13586773,war metal,Archgoat | Beherit | Bestial Warlust | Blasphemy | Conqueror | Revenge | Sarcófago
Q111971710,black noise,Abruptum | Gnaw Their Tongues | Wold
Q1621467,symphonic black metal,Anorexia Nervosa | Carach Angren | Cradle of Filth | Dimmu Borgir | Emperor | Graveworm | Limbonic Art | Old Man's Child
Q2997058,melodic black metal,Dawn | Dissection | Naglfar | Necrophobic | Sacramentum | Uada | Unanimated | Vinterland
Q65937017,atmospheric black metal,Agalloch | Burzum | Darkspace | Drudkh | Paysage d'Hiver | Saor | Summoning | Wolves in the Throne Room
Q16855754,blackgaze,Alcest | Amesoeurs | An Autumn for Crippled Children | Deafheaven | Ghost Bath | Harakiri for the Sky | Lantlôs | Les Discrets
Q28949059,depressive black metal,Forgotten Tomb | Leviathan | Lifelover | Nocturnal Depression | Shining | Silencer | Strid | Xasthur
Q12882577,pagan black metal,Drudkh | Graveland | Kroda | Moonsorrow | Negură Bunget | Nokturnal Mortum
Q108297198,black 'n' roll,Carpathian Forest | Darkthrone | Glorior Belli | Khold | Kvelertak | Sarke | Satyricon | Vreid
Q126954549,dissonant black metal,Blut Aus Nord | Deathspell Omega | Dodecahedron | Imperial Triumphant | Krallice | Plebeian Grandstand | Serpent Column | Svartidauði
Q483251,death metal,Cannibal Corpse | Carcass | Death | Deicide | Entombed | Morbid Angel | Obituary | Possessed
Q65943557,old school death metal,Asphyx | Autopsy | Death | Entombed | Incantation | Morbid Angel | Obituary | Possessed
Q1076092,technical death metal,Atheist | Cryptopsy | Cynic | Gorguts | Necrophagist | Nile | Obscura | Suffocation
Q112144256,dissonant death metal,Artificial Brain | Baring Teeth | Gorguts | Portal | Pyrrhon | Ulcerate
Q2265866,brutal death metal,Cannibal Corpse | Deeds of Flesh | Devourment | Disgorge | Dying Fetus | Internal Bleeding | Skinless | Suffocation
Q6130346,slam death metal,Abominable Putridity | Cephalotripsy | Devourment | Ingested | Internal Bleeding | Katalepsy | Waking the Cadaver
Q253918,melodic death metal,Amon Amarth | Arch Enemy | At the Gates | Children of Bodom | Dark Tranquillity | In Flames | Insomnium | Soilwork
Q1181308,death 'n' roll,Entombed | Gorefest | Xysma
Q2599472,blackened death metal,Akercocke | Angelcorpse | Behemoth | Belphegor | Dissection | Necrophobic | Zyklon
Q178145,gothic metal,Lacuna Coil | Moonspell | Paradise Lost | Sentenced | The Gathering | Theatre of Tragedy | Tiamat | Type O Negative
Q241662,groove metal,DevilDriver | Exhorder | Lamb of God | Machine Head | Pantera | Prong | Sepultura | White Zombie
Q1772422,stoner metal,Acid King | Bongzilla | Electric Wizard | High on Fire | Monolord | Red Fang | Sleep | Weedeater
Q484179,folk metal,Arkona | Eluveitie | Ensiferum | Finntroll | Korpiklaani | Moonsorrow | Orphaned Land | Skyclad
Q2525544,Celtic metal,Cruachan | Eluveitie | Mael Mórdha | Primordial | Suidakra | Waylander
Q15629158,medieval metal,In Extremo | Saltatio Mortis | Schandmaul | Subway to Sally | Tanzwut
Q1433387,drone metal,Boris | Corrupted | Earth | Khanate | Nadja | Sunn O)))
Q720959,sludge metal,Acid Bath | Buzzov•en | Crowbar | Down | Eyehategod | Iron Monkey | Kylesa | Melvins
Q98528292,atmospheric sludge metal,Amenra | Callisto | Cult of Luna | Isis | Minsk | Neurosis | Rosetta | Year of No Light
Q486415,symphonic metal,After Forever | Delain | Epica | Haggard | Nightwish | Therion | Within Temptation | Xandria
Q41343,post-metal,Amenra | Cult of Luna | Isis | Jesu | Neurosis | Pelican | Rosetta | Russian Circles
Q124080511,doomgaze,Jesu | Nadja
Q5690120,trance metal,Blood Stain Child
Q16096634,kawaii metal,Babymetal | Ladybaby
Q3908370,pop metal,Bon Jovi | Def Leppard | Europe | Poison | Warrant | Winger
Q56353998,Southern metal,Alabama Thunderpussy | Corrosion of Conformity | Crowbar | Down | Maylene and the Sons of Disaster | Pantera
Q107267446,rock andino,Los Jaivas
Q1431327,pub rock,Brinsley Schwarz | Chilli Willi and the Red Hot Peppers | Dr. Feelgood | Ducks Deluxe | Eddie and the Hot Rods | Graham Parker | Kilburn and the High Roads | The 101ers
Q145980,Zamrock,Amanaz | Chrissy Zebby Tembo | Musi-O-Tunya | Ngozi Family | WITCH
Q747717,heartland rock,Bob Seger | Bruce Springsteen | John Mellencamp | Melissa Etheridge | Steve Earle | The Gaslight Anthem | The War on Drugs | Tom Petty and the Heartbreakers
Q187760,new wave,Blondie | Devo | Elvis Costello | Talking Heads | The B-52's | The Cars | The Police | The Pretenders
Q597240,New Romantic,ABC | Adam and the Ants | Culture Club | Duran Duran | Japan | Spandau Ballet | Ultravox | Visage
Q11366,alternative rock,Alice in Chains | Blur | Nine Inch Nails | Nirvana | Red Hot Chili Peppers | The Cure | The White Stripes | U2
Q1055871,Japanese rock,Asian Kung-Fu Generation | BOØWY | Flower Travellin' Band | Happy End | L'Arc-en-Ciel | Number Girl | The Blue Hearts | X Japan
Q113563746,yakousei,Yoasobi | Yorushika | Zutomayo
Q485395,gothic rock,Bauhaus | Fields of the Nephilim | Siouxsie and the Banshees | Southern Death Cult | The Cure | The Mission | The Sisters of Mercy | Xmal Deutschland
Q1164252,deathrock,45 Grave | Alien Sex Fiend | Christian Death | Cinema Strange | Kommunity FK | Specimen | Super Heroines | Voodoo Church
Q183504,indie rock,Arcade Fire | Arctic Monkeys | Built to Spill | Modest Mouse | Pavement | The Smiths | The Strokes | Yo La Tengo
Q267287,Dunedin sound,Look Blue Go Purple | Sneaky Feelings | Straitjacket Fits | Tall Dwarfs | The Bats | The Chills | The Clean | The Verlaines
Q592330,dream pop,Beach House | Cigarettes After Sex | Cocteau Twins | Galaxie 500 | Julee Cruise | Mazzy Star | This Mortal Coil
Q2545135,noise pop,Black Tambourine | Sleigh Bells | The Jesus and Mary Chain | Times New Viking | Vivian Girls | Wavves | Yo La Tengo
Q108123046,slacker rock,Car Seat Headrest | Courtney Barnett | Dinosaur Jr. | Kurt Vile | Mac DeMarco | Parquet Courts | Pavement | Sebadoh
Q1490170,slowcore,Acetone | Bedhead | Codeine | Duster | Galaxie 500 | Idaho | Low | Red House Painters
Q110141586,indie surf,Allah-Las | Beach Fossils | Best Coast | La Luz | Surfer Blood | The Drums | Wavves
Q896513,Hamburger Schule,Blumfeld | Die Goldenen Zitronen | Die Sterne | Kante | Tocotronic
Q10926,emo,American Football | Cap'n Jazz | Dashboard Confessional | Jimmy Eat World | My Chemical Romance | Rites of Spring | Sunny Day Real Estate | The Get Up Kids
Q3724735,emo pop,Fall Out Boy | Jimmy Eat World | Motion City Soundtrack | Paramore | Saves the Day | The Get Up Kids | The Promise Ring | The Starting Line
Q11363,screamo,City of Caterpillar | Envy | Heroin | Indian Summer | Jeromes Dream | Orchid | Pg. 99 | Saetia
Q9253748,emo violence,In/Humanity | Jeromes Dream | Orchid | Usurp Synapse
Q131481683,mall screamo,A Skylit Drive | Alesana | Blessthefall | Chiodos | Emarosa | Hawthorne Heights | Senses Fail | Silverstein
Q39052425,Midwest emo,American Football | Braid | Cap'n Jazz | Joan of Arc | Mineral | Owls | The Promise Ring
Q2187392,alternative dance,EMF | Happy Mondays | Jesus Jones | LCD Soundsystem | New Order | Primal Scream | Saint Etienne | The Shamen
Q1987105,grebo,Crazyhead | Gaye Bykers on Acid | Ned's Atomic Dustbin | Pop Will Eat Itself | The Wonder Stuff | Zodiac Mindwarp and the Love Reaction
Q1995980,new rave,Hadouken! | Klaxons | Late of the Pier | New Young Pony Club | Shitdisco | Test Icicles | The Sunshine Underground
Q11365,grunge,Alice in Chains | Green River | Hole | Mudhoney | Nirvana | Pearl Jam | Screaming Trees | Soundgarden
Q272167,shoegaze,Catherine Wheel | Chapterhouse | Lush | My Bloody Valentine | Pale Saints | Ride | Slowdive | Swervedriver
Q379671,post-grunge,3 Doors Down | Bush | Creed | Foo Fighters | Live | Nickelback | Silverchair | Staind
Q2324411,geek rock,Barenaked Ladies | Jonathan Coulton | Nerf Herder | They Might Be Giants | Weezer
Q3231749,post-Britpop,Coldplay | Doves | Elbow | Embrace | Keane | Snow Patrol | Starsailor | Travis
Q2526653,mainstream rock,Bon Jovi | Bryan Adams | Foo Fighters | Foreigner | Journey | Tom Petty and the Heartbreakers | Van Halen | ZZ Top
Q877693,rap rock,311 | Beastie Boys | Kid Rock | Linkin Park | Rage Against the Machine | Run-DMC | Twenty One Pilots
Q2281409,dance-rock,Bloc Party | Duran Duran | Franz Ferdinand | INXS | New Order | Scissor Sisters | Talking Heads | The Killers
Q131425,visual kei,Buck-Tick | Dead End | Dir En Grey | Luna Sea | Malice Mizer | The Gazette | Versailles | X Japan
Q124361699,loud kei,
Q133826304,soft visual,
Q1132152,math rock,Battles | Chon | Don Caballero | Hella | Slint | Tera Melos | Toe | Tricot
Q113676976,math pop,Minus the Bear | TTNG
Q13060093,Sufi rock,Junoon | Mekaal Hasan Band
Q65936391,acoustic rock,
Q3606268,Afro-rock,Assagai | Blo | Monomono | Ofege | Osibisa | The Funkees | WITCH
Q379033,arena rock,Bon Jovi | Boston | Foreigner | Journey | Kiss | Queen | REO Speedwagon | Styx
Q16527140,adult-oriented rock,Boston | Foreigner | Journey | Kansas | REO Speedwagon | Styx | Survivor | Toto
Q56351111,classic rock,Eagles | Led Zeppelin | Pink Floyd | Queen | The Beatles | The Jimi Hendrix Experience | The Rolling Stones | The Who
Q1391336,comedy rock,"""Weird Al"" Yankovic | Bonzo Dog Doo-Dah Band | Flight of the Conchords | Steel Panther | Tenacious D | The Lonely Island | Ween"
Q6110311,flamenco rock,Medina Azahara | Pata Negra | Smash | Triana | Veneno
Q6453929,könsrock,Eddie Meduza | Onkel Kånkel
Q9261178,miejski folk,
Q98528293,mod,Small Faces | The Action | The Birds | The Creation | The Kinks | The Who
Q2280273,mod revival,Secret Affair | Squire | The Chords | The Jam | The Lambrettas | The Merton Parkas | The Purple Hearts
Q25554481,punk music,Black Flag | Buzzcocks | Dead Kennedys | Green Day | Minor Threat | Ramones | Sex Pistols | The Clash
Q27190,proto-punk,MC5 | New York Dolls | Suicide | The Modern Lovers | The Sonics | The Stooges | The Velvet Underground
Q3071,punk rock,Buzzcocks | Patti Smith | Ramones | Sex Pistols | The Clash | The Damned | Wire | X
Q486365,anarcho-punk,Conflict | Crass | Dirt | Flux of Pink Indians | Poison Girls | Rudimentary Peni | Subhumans | Zounds
Q646679,Neue Deutsche Welle,Der Plan | Deutsch Amerikanische Freundschaft | Extrabreit | Fehlfarben | Ideal | Nena | Spliff | Trio
Q2296495,garage punk,Guitar Wolf | Teengenerate | The Dirtbombs | The Gories | The Mummies | The Oblivians | The Reatards | Thee Headcoats
Q140626408,budget rock,The Mummies | The Phantom Surfers
Q274401,oi!,Angelic Upstarts | Blitz | Cock Sparrer | Cockney Rejects | Sham 69 | The 4-Skins | The Business | The Oppressed
Q1784032,viking rock,Ultima Thule
Q487914,pop-punk,Blink-182 | Buzzcocks | Descendents | Green Day | New Found Glory | Screeching Weasel | Sum 41 | The Undertones
Q25099691,neon pop-punk,3OH!3 | Cobra Starship | Forever the Sickest Kids | Hellogoodbye | Metro Station
Q11661531,seishun punk,175R | Ging Nang Boyz | Going Steady | Mongol800
Q460674,ska punk,Goldfinger | Less Than Jake | Operation Ivy | Reel Big Fish | Streetlight Manifesto | Sublime | The Mighty Mighty Bosstones | Voodoo Glow Skulls
Q2657409,skacore,Choking Victim | Leftöver Crack | Link 80 | Operation Ivy | The Mighty Mighty Bosstones | The Suicide Machines | Voodoo Glow Skulls
Q116148184,crack rock steady,Choking Victim | Leftöver Crack | Star Fucking Hipsters
Q107697441,surf punk,Agent Orange | Surf Punks
Q10922,hardcore punk,Agnostic Front | Bad Brains | Black Flag | Circle Jerks | Cro-Mags | Dead Kennedys | Discharge | Minor Threat
Q1151260,D-beat,Anti Cimex | Discharge | Disclose | Doom | Mob 47 | Skitsystem | Totalitär | Wolfbrigade
Q118640020,raw punk,Disclose | Framtid
Q1995569,thrashcore,Cryptic Slaughter | Deep Wound | Dirty Rotten Imbeciles | Heresy | Siege
Q542703,melodic hardcore,Bad Religion | Comeback Kid | Dag Nasty | Descendents | Hüsker Dü | Pennywise | Rise Against | Strike Anywhere
Q383615,street punk,Anti-Nowhere League | Chaos UK | GBH | The Casualties | The Exploited | The Varukers
Q1750088,UK82,Abrasive Wheels | Blitz | Chaos UK | Discharge | GBH | The Exploited | The Partisans | Vice Squad
Q89423271,noisecore,Anal Cunt | Deche-Charge | Gerogerigege | Seven Minutes of Nausea | Sore Throat
Q106839582,burning spirits,Bastard | Death Side
Q188534,grindcore,Assück | Brutal Truth | Extreme Noise Terror | Napalm Death | Nasum | Pig Destroyer | Repulsion | Terrorizer
Q888612,deathgrind,Cattle Decapitation | Exhumed | Misery Index | Terrorizer
Q1147692,goregrind,Carcass | Dead Infection | Exhumed | General Surgery | Haemorrhage | Impetigo | Last Days of Humanity | Regurgitate
Q584752,pornogrind,Cock and Ball Torture | Gut
Q108297250,gorenoise,
Q3008180,cybergrind,
Q18915482,mincecore,Agathocles
Q9050551,noisegrind,Anal Cunt | Deche-Charge | Sore Throat
Q825769,crust punk,Amebix | Antisect | Doom | Hellbastard | His Hero Is Gone | Nausea | Tragedy | Wolfbrigade
Q28070612,blackened crust,Iskra | Young and in the Way
Q112628069,neocrust,Fall of Efrafa | From Ashes Rise | His Hero Is Gone | Tragedy
Q112593597,stenchcore,Axegrinder | Deviated Instinct | Hellbastard | Sacrilege
Q1784106,powerviolence,Capitalist Casualties | Charles Bronson | Crossed Out | Despise You | Infest | Man Is the Bastard | No Comment | Spazz
Q5724040,beatdown hardcore,Bulldoze | Hoods | Next Step Up
Q183862,metalcore,Architects | Converge | Earth Crisis | Hatebreed | Integrity | Killswitch Engage | Parkway Drive | Poison the Well
Q475221,deathcore,Carnifex | Chelsea Grin | Despised Icon | Job for a Cowboy | Lorna Shore | Suicide Silence | Thy Art Is Murder | Whitechapel
Q616679,mathcore,Botch | Car Bomb | Coalesce | Converge | Norma Jean | Rolo Tomassi | The Chariot | The Dillinger Escape Plan
Q110121422,downtempo deathcore,Black Tongue | Traitors
Q4490718,melodic metalcore,All That Remains | As I Lay Dying | Atreyu | August Burns Red | Bullet for My Valentine | Killswitch Engage | Shadows Fall | Trivium
Q2084353,electronicore,Asking Alexandria | Attack Attack! | Crossfaith | Enter Shikari | I See Stars | Issues
Q3046632,easycore,"A Day to Remember | Chunk! No, Captain Chunk! | Four Year Strong | Set Your Goals"
Q30587784,progressive metalcore,Between the Buried and Me | Born of Osiris | Erra | Invent Animate | Monuments | Northlane | Periphery | Veil of Maya
Q133601921,thall,Humanity's Last Breath | Vildhjarta
Q2225757,Christian hardcore,Figure Four | Norma Jean | The Chariot | Underoath | War of Ages | Zao
Q2035976,Nintendocore,HORSE the Band | Math the Band | Minibosses
Q131286017,tough guy hardcore,Biohazard | Hatebreed | Madball | Merauder | Terror
Q830325,horror punk,Balzac | Blitzkid | Calabrese | Misfits | Murderdolls | Samhain | Wednesday 13
Q13627677,psychobilly,Demented Are Go | Guana Batz | Mad Sin | Nekromantix | The Cramps | The Meteors | The Reverend Horton Heat | Tiger Army
Q1990122,Celtic punk,Black 47 | Dropkick Murphys | Flatfoot 56 | Flogging Molly | Neck | The Pogues | The Real McKenzies | The Tossers
Q930995,queercore,Fifth Column | God Is My Co-Pilot | Limp Wrist | Pansy Division | Team Dresch | Tribe 8
Q828305,skate punk,JFA | Lagwagon | Millencolin | No Use for a Name | NOFX | Pennywise | Strung Out | Suicidal Tendencies
