wikidata_id,musicbrainz_id,name,parent_wikidata_id,parent_name,level,children_direct,descendants_total,display_rule,epoch_year,origin,group,bpm_min,bpm_max,parent_choice,wikidata_parents_raw,wikipedia_links,featured,family_shape,family_hue
Q5099460,0781d3ea-6f06-482c-ab60-90271d13f6ad,chimurenga music,Q37073,pop music,1,0,0,ring,1970,Zimbabwe,"AFRICAN POP > SOUTHERN AFRICA > ZIMBABWE, ZAMBIA & MOZAMBIQUE",,,attach,music of Zimbabwe,8,,,
Q11307326,5fef47af-772b-48e2-8e49-855f7d999e81,city pop,Q37073,pop music,1,1,1,ring,1970,Japan,EAST ASIAN POP > JAPAN,,,single,music of Japan | pop music,27,,,
Q113086512,5aeffaee-63dd-4337-9f7c-9d6d55f3620d,neo city pop,Q11307326,city pop,2,0,0,ring,,,,,,single,city pop,1,,,
Q547137,2b9b7ea8-cb90-428c-adb2-d55b2faa4f1d,Latin pop,Q37073,pop music,1,3,3,ring,1970,Latin America · Portugal · Spain,POP AROUND THE WORLD > LATIN POP,,,auto,Latin music | pop music,36,,,
Q6496560,5c6ed789-779a-4851-ae85-0f0305084c2b,Latin ballad,Q547137,Latin pop,2,0,0,ring,1962,Latin America · Spain,,,,auto,Latin pop | sentimental ballad,4,,,
Q535402,fad5eb09-4d09-4e3b-9a4f-fde428a33af1,tropipop,Q547137,Latin pop,2,0,0,ring,1998,Colombia,,,,single,Latin pop,3,,,
Q21059341,a5cdc5ff-1626-4155-8fb1-64a672722ba3,cumbia pop,Q547137,Latin pop,2,0,0,ring,,,,,,auto,Latin pop | cumbia,2,,,
Q556959,38364c7f-06d0-4307-bd5c-efa83ed30c65,mbalax,Q37073,pop music,1,0,0,ring,1972,Senegal · The Gambia,"AFRICAN POP > WEST AFRICA > SENEGAL, MALI & CAPE VERDE",,,attach,Wolof music,21,,,
Q1298934,988e91a3-3341-416d-b7f8-7dbef6848dac,synth-pop,Q37073,pop music,1,1,1,ring,1972,Germany · Japan · United Kingdom,ELECTRONIC POP,,,auto,electronic pop,53,,,
Q11339397,74a197c3-5d9a-4fde-8d46-3d28a620b1d0,pon-chak disco,Q1298934,synth-pop,2,0,0,ring,1987,,,,,auto,synth-pop | trot,1,,,
Q2280497,2de61e9c-de1d-47c8-999d-5b44c0cfeca1,country pop,Q37073,pop music,1,4,4,ring,1975,United States,POP CROSSOVERS,,,auto,country music | pop music,25,,,
Q138314533,f8d9dbe6-7eaa-4aee-a082-02243b58809e,boyfriend country,Q2280497,country pop,2,0,0,ring,,,,,,auto,contemporary country | country pop,0,,,
Q16954055,f3739c4c-7297-48e6-a3d7-1ab737c0d9a0,bro-country,Q2280497,country pop,2,0,0,ring,,,,,,single,country pop,7,,,
Q106561868,284af738-d94d-44c6-8971-d998bbf46356,countrypolitan,Q2280497,country pop,2,0,0,ring,,,,,,auto,Nashville sound | country pop,1,,,
Q16295131,0f721ac3-ac72-4854-bda9-3bb86f0518d4,urban cowboy,Q2280497,country pop,2,0,0,ring,,,,,,single,country pop,2,,,
Q3090876,dd1c765a-f220-412b-82c2-0a1ee33ca2d1,funaná,Q37073,pop music,1,0,0,ring,1975,Cape Verde,"AFRICAN POP > WEST AFRICA > SENEGAL, MALI & CAPE VERDE",,,attach,dance music | music of Cape Verde,8,,,
Q2104067,c88a8b97-ba4b-4d45-916f-4c4a779ccd89,jazz pop,Q37073,pop music,1,0,0,ring,1975,United States,POP CROSSOVERS,,,single,pop music,6,,,
Q3025242,d8c35e80-2249-4731-b5bc-6c4c92428342,pimba,Q37073,pop music,1,0,0,ring,1975,Portugal,EUROPEAN POP > WESTERN EUROPEAN POP,,,attach,music of Portugal,5,,,
Q188450,3f3388b4-e36a-4bf8-a0be-66b10d92aaa4,electropop,Q37073,pop music,1,0,0,ring,1978,United Kingdom,ELECTRONIC POP,,,auto,electronic pop,35,,,
Q1597549,5c8b654c-0f2b-40d5-990b-e070a527b1df,kizomba,Q37073,pop music,1,1,1,ring,1978,Angola,AFRICAN POP > CENTRAL AFRICA > CONGO & ANGOLA,,,attach,music of Angola,29,,,
Q110241185,5edffcb4-dc5d-441a-b879-3ba06895ab49,tarraxinha,Q1597549,kizomba,2,0,0,ring,,,,,,single,kizomba,2,,,
Q850412,4bb4043a-0ee5-4b84-93fa-6ba4567a6ba0,contemporary R&B,Q37073,pop music,1,4,4,ring,1980,United States,POP CROSSOVERS,,,auto,pop music | rhythm and blues,47,,,
Q106876903,cd1ad933-1ca9-4de4-a60d-ad5fe143c827,UK street soul,Q850412,contemporary R&B,2,0,0,ring,1980,United Kingdom,,,,single,contemporary R&B,0,,,
Q840065,dd497eac-e915-49a9-b1e4-482792acf397,new jack swing,Q850412,contemporary R&B,2,0,0,ring,1985,,,,,single,contemporary R&B,26,,,
Q2256407,e031ab53-f85c-4d6a-a932-4000666e54de,hip-hop soul,Q850412,contemporary R&B,2,0,0,ring,1990,United States,,,,single,contemporary R&B,15,,,
Q7118426,4e03fb35-d571-4111-824d-88c9f8a3d0c9,alternative R&B,Q850412,contemporary R&B,2,0,0,ring,2005,Canada · United States,,,,single,contemporary R&B,18,,,
Q211756,b739a895-85ed-4ad3-8717-4e9ef5387dd8,dance-pop,Q37073,pop music,1,2,2,ring,1980,United States,ELECTRONIC POP,,,auto,club/dance music | pop music,41,,,
Q1185390,303b85e8-1b07-4b39-9af8-a87fb984eb30,disco polo,Q211756,dance-pop,2,0,0,ring,1988,Poland,,,,single,dance-pop | music of Poland,21,,,
Q110230812,c372342c-dfc3-497b-9a99-163c02215de1,township bubblegum,Q211756,dance-pop,2,0,0,ring,,,,,,single,dance-pop | music of South Africa,0,,,
Q842324,f390be72-360b-41bb-a310-6a2e638779d2,indie pop,Q37073,pop music,1,3,3,ring,1980,United Kingdom,ART & INDIE POP > INDIE POP,,,single,independent music | pop music,47,,,
Q22991878,f0843e91-c025-4dd7-8aef-6fe3d35470d9,chamber pop,Q842324,indie pop,2,0,0,ring,1965,United States,,,,single,indie pop,10,,,
Q28746819,cdb61215-4e59-4102-9f42-8ebf0f1db41b,bedroom pop,Q842324,indie pop,2,0,0,ring,,,,,,single,indie pop,3,,,
Q123773619,f5b84b00-729e-4c46-b2af-8789b0111012,tontipop,Q842324,indie pop,2,0,0,ring,,,,,,auto,indie pop | music of Spain,0,,,
Q6124308,e8f8ba46-a9c8-4dc5-93a1-a0a57ef9d430,jaiva,Q37073,pop music,1,0,0,ring,1980,,AFRICAN POP > SOUTHERN AFRICA > SOUTH AFRICA & LESOTHO,,,attach,music of South Africa,4,,,
Q6993291,92d5ad06-ec21-4bb1-b58a-75ffc489be7d,neomelodic music,Q37073,pop music,1,0,0,ring,1980,,POP AROUND THE WORLD > LATIN POP,,,single,Italo pop,2,,,
Q9095433,cf230bd3-1456-437a-8e0c-cb943d2c3fa3,waka music,Q37073,pop music,1,0,0,ring,1980,Nigeria,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,attach,Yoruba music,4,,,
Q95469495,d3ebe947-7c03-43f5-b333-09379881b0f6,alternative pop,Q37073,pop music,1,0,0,ring,1985,United Kingdom,ART & INDIE POP > INDIE POP,,,single,alternative music | pop music,8,,,
Q264289,d13290c7-581a-4aa7-85ad-450b35261bf8,sophisti-pop,Q37073,pop music,1,0,0,ring,1985,United Kingdom,ART & INDIE POP > INDIE POP,,,single,pop music,19,,,
Q2064394,497e03b3-68fd-405b-bce3-16f89177adc0,worldbeat,Q37073,pop music,1,0,0,ring,1985,,POP CROSSOVERS,,,attach,popular music | world music,13,,,
Q131578,eba7715e-ee26-4989-8d49-9db382955419,J-pop,Q37073,pop music,1,3,4,ring,1988,Japan,EAST ASIAN POP > JAPAN,,,attach,A-pop,69,,,
Q11660484,36f9bf8f-716a-4297-9bae-380b0a17b0f4,denpa song,Q131578,J-pop,2,1,1,ring,1992,Japan,,,,single,Akiba-pop | J-pop,11,,,
Q119844080,de61dff1-6891-4764-a7f7-5b49f2aa83c0,moe song,Q11660484,denpa song,3,0,0,ring,,,,,,single,denpa song,0,,,
Q133520038,3246236f-45aa-4637-a510-1cbbd338616f,J-euro,Q131578,J-pop,2,0,0,ring,,,,,,auto,Eurobeat | J-pop,0,,,
Q135493776,51d1862f-6f48-4660-8669-f3bb1bc06a15,wa euro,Q131578,J-pop,2,0,0,ring,,,,,,auto,J-pop | club/dance music,0,,,
Q213665,b74b3b6c-0700-46b1-aa55-1f2869a3bd1a,K-pop,Q37073,pop music,1,0,0,ring,1990,South Korea,EAST ASIAN POP > KOREA,,,attach,A-pop | music of South Korea,96,,,
Q3575673,d5f569e8-acbf-47d5-9ff6-538d41c4a588,zoblazo,Q37073,pop music,1,0,0,ring,1992,Ivory Coast,AFRICAN POP > WEST AFRICA > IVORY COAST,,,attach,Akan music,2,,,
Q590662,53b0aa4e-bb35-484b-b481-b26a2412ca5d,bend-skin,Q37073,pop music,1,0,0,ring,1993,Cameroon,AFRICAN POP > CENTRAL AFRICA > CAMEROON,,,attach,music of Central Africa,4,,,
Q106528422,997baf8b-203b-4567-a475-1c1fe348d206,glitch pop,Q37073,pop music,1,0,0,ring,1993,,ELECTRONIC POP,,,auto,indietronica | pop music,0,,,
Q1207347,9864d280-a987-466f-bac2-ce103721c3e2,Shibuya-kei,Q37073,pop music,1,2,2,ring,1993,Japan,EAST ASIAN POP > JAPAN,,,single,music of Japan | pop music,17,,,
Q11282754,aebbce35-0e8b-40e9-b04c-bebbbda124d0,Akishibu-kei,Q1207347,Shibuya-kei,2,0,0,ring,,,,,,auto,J-pop | Shibuya-kei,4,,,
Q12199824,1f3d1ad8-d0dd-4c60-942f-675dca613287,picopop,Q1207347,Shibuya-kei,2,0,0,ring,,,,,,single,Shibuya-kei,1,,,
Q642983,ea132f37-e849-4248-a127-7b0cd17cea1a,manele,Q37073,pop music,1,0,0,ring,1995,Romania,EUROPEAN POP > BALKAN & EASTERN EUROPEAN POP,,,auto,Balkan pop-folk,20,,,
Q2961766,998efb76-2f98-41c8-8c5f-74c32e405e9f,Algerian chaabi,Q37073,pop music,1,0,0,ring,2000,Algeria,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > THE MAGHREB,,,attach,chaabi,10,,,
Q784310,6c1451bd-5d65-487d-8757-682a3592c702,electro hop,Q37073,pop music,1,0,0,ring,2007,,ELECTRONIC POP,,,auto,electronic pop,9,,,
Q25099840,b8793fdb-bbc8-4418-a6f8-05eafbbe07ef,Afrobeats,Q37073,pop music,1,1,1,ring,2008,,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,single,music of West Africa | pop music,20,,,
Q110592306,7c4d0994-4c49-4c74-8763-df27fc0084cc,alté,Q25099840,Afrobeats,2,0,0,ring,,,,,,single,Afrobeats,2,,,
Q28055053,23190de4-9051-4512-b87e-bfbdf25c6985,Q-pop,Q37073,pop music,1,0,0,ring,2015,Kazakhstan,POP AROUND THE WORLD > RUSSIA & CENTRAL ASIA,,,auto,electronic pop | music of Kazakhstan,15,,,
Q55642856,061610f9-6207-49d7-9a7c-b176eca7a3df,adhunik geet,Q37073,pop music,1,0,0,ring,,Nepal,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,music of Nepal,3,,,
Q2610186,0f8d3ff4-8cda-42c4-b462-10352cd01606,al jeel,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > EGYPT,,,single,Arabic pop,4,,,
Q16526296,e367c884-d94d-4fba-abc4-8ac51d167ccf,alloukou,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > WEST AFRICA > IVORY COAST,,,attach,Kru music,1,,,
Q33160145,2cdcecfe-3e7c-4055-ab34-78eceabe4d9b,ambient pop,Q37073,pop music,1,0,0,ring,,,ART & INDIE POP > INDIE POP,,,single,pop music,4,,,
Q623824,05b3c77c-3f55-4efc-89c7-0932f1f3f0e3,arabesque,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > TURKEY & IRAN,,,attach,music of Turkey,16,,,
Q2867170,6ef74f46-c687-439e-9057-26804ebfe558,assiko,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > CENTRAL AFRICA > CAMEROON,,,attach,music of Central Africa,7,,,
Q9162904,0e7a3c6a-4fbc-4b66-8201-9196032768ac,avant-pop,Q37073,pop music,1,0,0,ring,,,ART & INDIE POP > ART POP,,,single,pop music,10,,,
Q2879826,4aef3530-955f-4e0b-b366-45f1f64eacc0,baila,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,music of Sri Lanka,3,,,
Q804596,9e2bc081-50e4-4612-9fa3-ac81823b732e,baladi,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > EGYPT,,,attach,music of Egypt,6,,,
Q3735422,d213c5c7-2e82-41e7-b281-8725d438424f,Bandari music,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > TURKEY & IRAN,,,attach,music of Iran,7,,,
Q55605210,8c6a0ba9-7583-447d-b50c-a158708bdc58,beni,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > EAST AFRICA > TANZANIA,,,attach,music of Tanzania,3,,,
Q854844,59a849e1-73fe-428d-8a61-3788875f9644,bhangra,Q37073,pop music,1,1,1,ring,,,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,music of South Asia,28,,,
Q17053024,cb654931-fdca-456b-a645-138d7e90bc7c,folkhop,Q854844,bhangra,2,0,0,ring,,,,,,single,bhangra,1,,,
Q15720097,800943f2-5076-464c-873c-4a50839f2da9,bhavageete,Q37073,pop music,1,0,0,ring,,India,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,,3,,,
Q4943457,b32532d2-0006-49cd-957f-4011e33881d1,boomba music,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > EAST AFRICA > TANZANIA,,,attach,music of East Africa,3,,,
Q28206879,8c5defb4-95b6-42f6-bfee-8791f670f3a8,Brill Building,Q37073,pop music,1,0,0,ring,,,CLASSIC POP,,,single,pop music,2,,,
Q109050954,393da299-4ac6-4828-8cd7-74311279503b,Burmese mono,Q37073,pop music,1,0,0,ring,,Myanmar,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > MAINLAND SOUTHEAST ASIA,,,attach,music of Myanmar,0,,,
Q1192110,b4cc27f0-6734-4f1e-b586-6eba7588f13f,C-pop,Q37073,pop music,1,3,3,ring,,Sinophone,EAST ASIAN POP > CHINESE-LANGUAGE POP,,,attach,A-pop,23,,,
Q83330307,ae40c644-47b7-4f42-9775-4fde479a75b7,Gufeng music,Q1192110,C-pop,2,0,0,ring,,,,,,single,C-pop,5,,,
Q973150,489cf2f9-0edd-4fbc-aa05-ae248706cb3e,mandopop,Q1192110,C-pop,2,0,0,ring,,,,,,single,C-pop,24,,,
Q10874829,40948be6-5fd4-4d21-9fb1-0cb886688954,zhongguo feng,Q1192110,C-pop,2,0,0,ring,,,,,,single,C-pop,2,,,
Q3274667,434bda01-7947-4c07-b554-2aed1bea1b21,campursari,Q37073,pop music,1,0,0,ring,,Indonesia,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > INDONESIA & MALAYSIA,,,attach,music of Java | tembang,8,,,
Q853873,78caea3b-84fd-4664-878a-fe70a6e1d9d1,cantopop,Q37073,pop music,1,0,0,ring,,People's Republic of China,EAST ASIAN POP > CHINESE-LANGUAGE POP,,,auto,C-pop | pop music,26,,,
Q870340,be57d78c-bbb4-4de7-bb34-6b577db54370,chalga,Q37073,pop music,1,0,0,ring,,,EUROPEAN POP > BALKAN & EASTERN EUROPEAN POP,,,auto,Balkan pop-folk,22,,,
Q56342556,5e6d5394-6508-4ce2-87ee-90388b1a6b9c,classical crossover,Q37073,pop music,1,1,1,ring,,,POP CROSSOVERS,,,attach,popular music,10,,,
Q2336819,dc9637d5-d505-4fc8-9841-8c4fd41fa056,operatic pop,Q56342556,classical crossover,2,0,0,ring,1910,United States,,,,single,classical crossover,14,,,
Q2982341,b5a9b721-6fbd-46ae-a229-ddd5ca8487d7,coladeira,Q37073,pop music,1,0,0,ring,,Cape Verde,"AFRICAN POP > WEST AFRICA > SENEGAL, MALI & CAPE VERDE",,,attach,music of Cape Verde,9,,,
Q105757139,2126f16b-13b6-45c9-b02e-c63be8bbdaea,dansband music,Q37073,pop music,1,0,0,ring,,Sweden,EUROPEAN POP > NORDIC POP,,,single,music of the Nordic countries | pop music,2,,,
Q123945693,9c3e0436-b3b7-4f21-852d-76634b5806ce,egwu ogene,Q37073,pop music,1,0,0,ring,,Nigeria,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,attach,Igbo music,0,,,
Q6016474,f9a6a027-a5d8-4c39-90ad-6c418805afd8,Fantezi,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > TURKEY & IRAN,,,attach,music of Turkey,3,,,
Q1762761,5766201d-d707-4289-94b9-ff8a79fd7d61,Finnish tango,Q37073,pop music,1,0,0,ring,,Finland,EUROPEAN POP > NORDIC POP,,,attach,,10,,,
Q3509353,ff15d4f5-e6d6-4f25-9622-46b9bf4298cd,fuji music,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,attach,Yoruba music,7,,,
Q5515214,20ca79ad-052d-4171-b0f3-4a29b005187d,gaana,Q37073,pop music,1,0,0,ring,,India,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,music of Tamil Nadu,3,,,
Q11185609,97f7434a-9133-4721-967b-9243d232b12e,Gambang kromong,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > INDONESIA & MALAYSIA,,,attach,music of Indonesia,7,,,
Q281111,e8afd324-9781-4dcb-9bac-31277de2db7b,ghazal,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTH ASIAN POP,,,attach,,76,,,
Q104695865,a8a72860-0bf8-44fd-90a1-b947a8ac2c56,hyperpop,Q37073,pop music,1,0,0,ring,,,ELECTRONIC POP,,,auto,electronic pop | experimental pop,25,,,
Q3535998,18487371-4890-4e10-be97-9f59da1cec76,Indian pop,Q37073,pop music,1,1,1,ring,,India,POP AROUND THE WORLD > SOUTH ASIAN POP,,,single,music of India | pop music,9,,,
Q134589204,6181a758-eda0-487f-85b0-ed4758485936,Bhojpuri pop,Q3535998,Indian pop,2,0,0,ring,,,,,,single,Indian pop,0,,,
Q7170257,5533d969-903c-4c0e-92ac-3bfd167796e3,Iranian pop,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > TURKEY & IRAN,,,single,Arabic pop | music of Iran,10,,,
Q1673922,f8375b91-073d-486a-bb59-97a97c0db8f3,isicathamiya,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > SOUTHERN AFRICA > SOUTH AFRICA & LESOTHO,,,attach,a cappella | music of Southern Africa,11,,,
Q95366506,704bea5c-7aed-4adf-9bb8-9997af078da0,Jit,Q37073,pop music,1,0,0,ring,,,"AFRICAN POP > SOUTHERN AFRICA > ZIMBABWE, ZAMBIA & MOZAMBIQUE",,,attach,music of Southern Africa,6,,,
Q1715700,bf595ed7-9288-4228-8ccc-7e196547aa03,Jùjú music,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,attach,Yoruba music,15,,,
Q17108262,2247a6b4-5152-47bf-90c5-23282a234c08,Kadongo kamu,Q37073,pop music,1,0,0,ring,,Uganda,"AFRICAN POP > EAST AFRICA > KENYA, UGANDA & SOMALIA",,,attach,music of Uganda,2,,,
Q1669802,5bb3b18c-a301-4654-a11a-7e39ee36867e,kalindula,Q37073,pop music,1,0,0,ring,,,"AFRICAN POP > SOUTHERN AFRICA > ZIMBABWE, ZAMBIA & MOZAMBIQUE",,,attach,music of Central Africa,4,,,
Q4925966,7beb296c-76bf-41b7-90e7-7613d167134a,kantrum,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > MAINLAND SOUTHEAST ASIA,,,attach,Khmer music,5,,,
Q6404580,d04c4dcd-8e79-4dc1-b24a-000b3dd861ad,kidandali,Q37073,pop music,1,0,0,ring,,,"AFRICAN POP > EAST AFRICA > KENYA, UGANDA & SOMALIA",,,attach,African popular music | music of Uganda,3,,,
Q3815106,083a536e-41b5-4639-9589-fca13ef5dd82,kidumbaki,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > EAST AFRICA > TANZANIA,,,attach,music of East Africa,3,,,
Q55648025,9973ee00-9ccb-4aac-b8b4-2cd2666f42ea,Korean ballad,Q37073,pop music,1,1,1,ring,,,EAST ASIAN POP > KOREA,,,single,music of South Korea | pop music,4,,,
Q112066384,1a3dabe1-d734-424d-8537-f9373c57087b,oriental ballad,Q55648025,Korean ballad,2,0,0,ring,,,,,,single,Korean ballad,1,,,
Q1930107,98c1a0fe-f460-4521-bcff-760d719cd958,kroncong,Q37073,pop music,1,2,2,ring,,Indonesia,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > INDONESIA & MALAYSIA,,,attach,music of Indonesia,16,,,
Q108297217,5f22c051-37b6-4bf0-b231-e08c7e336e21,cilokaq,Q1930107,kroncong,2,0,0,ring,,,,,,single,kroncong,0,,,
Q12493867,0876e225-4409-4007-992b-6d0e1d32fece,langgam jawa,Q1930107,kroncong,2,0,0,ring,,,,,,single,kroncong | music of Java,5,,,
Q665286,2b756f35-79bc-4424-8061-026b431d036a,luk thung,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > MAINLAND SOUTHEAST ASIA,,,attach,phleng Thai sakon,16,,,
Q1815364,fe3ac8f4-a9cb-4ad7-801e-6d1a69b1a380,makossa,Q37073,pop music,1,0,0,ring,,Cameroon,AFRICAN POP > CENTRAL AFRICA > CAMEROON,,,attach,dance music | music of Central Africa,13,,,
Q496929,4c1cfd87-002d-49de-8e88-0f3cbcc090fe,maloya,Q37073,pop music,1,2,2,ring,,France,AFRICAN POP > INDIAN OCEAN,,,attach,music of Réunion | music of Seychelles,21,,,
Q129098689,047e0133-a88e-4d7b-b680-0ff27678aea6,maloya électronique,Q496929,maloya,2,0,0,ring,,,,,,auto,electronic music | maloya,0,,,
Q109426115,081b044a-5924-4307-8ba1-943f92a0f6e2,maloya élektrik,Q496929,maloya,2,0,0,ring,,,,,,single,maloya,0,,,
Q6748746,1ca51f35-015c-40cb-8c62-813fae86d518,mangambeu,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > CENTRAL AFRICA > CAMEROON,,,attach,music of Central Africa,3,,,
Q1786724,42173af2-612d-487a-82a7-0895e79ffc46,marrabenta,Q37073,pop music,1,0,0,ring,,,"AFRICAN POP > SOUTHERN AFRICA > ZIMBABWE, ZAMBIA & MOZAMBIQUE",,,attach,music of Mozambique,10,,,
Q6783396,16929e76-e49b-4ca3-9d26-11f7dc7e665a,maskandi,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > SOUTHERN AFRICA > SOUTH AFRICA & LESOTHO,,,attach,Zulu music,6,,,
Q115612369,e4c546ee-917c-448f-8a6b-c14c8183fa61,mbolé,Q37073,pop music,1,0,0,ring,,Cameroon,AFRICAN POP > CENTRAL AFRICA > CAMEROON,,,attach,dance music | music of Central Africa,1,,,
Q6799787,f4443316-c011-4566-9542-50aac92b05bd,mbube,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > SOUTHERN AFRICA > SOUTH AFRICA & LESOTHO,,,attach,a cappella | music of South Africa,7,,,
Q118255449,372596eb-d227-48ab-af17-abcbe6d6e88e,mchiriku,Q37073,pop music,1,0,0,ring,,,AFRICAN POP > EAST AFRICA > TANZANIA,,,attach,music of Tanzania,0,,,
Q101002867,0c0c7765-ee6d-416e-946d-061d1ff45d4b,mgodro,Q37073,pop music,1,0,0,ring,,Mayotte,AFRICAN POP > INDIAN OCEAN,,,attach,music of the Comoros,1,,,
Q2738544,930bbe39-fe59-47ab-b8d3-7ededb0dcfde,Mizrahi music,Q37073,pop music,1,1,1,ring,,Israel,"POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > THE LEVANT, ISRAEL & THE GULF",,,attach,Jewish secular music | music of the Middle East | oriental Jewish music,18,,,
Q16130554,d2a65267-853d-41bd-be59-3ab9fa86b2c2,muzikat dika'on,Q2738544,Mizrahi music,2,0,0,ring,,,,,,single,Mizrahi music,1,,,
Q1753803,82bd9ace-be4a-4b00-ae26-ca0a3f9ce0fb,mor lam,Q37073,pop music,1,1,1,ring,,Laos · Thailand,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > MAINLAND SOUTHEAST ASIA,,,attach,music of Southeast Asia,19,,,
Q6908884,cbcf58c2-c5ac-4fc1-95ed-8647bc7c1977,mor lam sing,Q1753803,mor lam,2,0,0,ring,,,,,,single,mor lam | music of Thailand,2,,,
Q502535,99442719-234d-420c-8a17-f3f0d3c856d6,morna,Q37073,pop music,1,0,0,ring,,Cape Verde · Norway,"AFRICAN POP > WEST AFRICA > SENEGAL, MALI & CAPE VERDE",,,attach,music of Cape Verde,29,,,
Q2961759,540c4f34-e4d6-4847-9949-8005e669f411,Moroccan chaabi,Q37073,pop music,1,0,0,ring,,Morocco,POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > THE MAGHREB,,,attach,chaabi | music of North Africa,6,,,
Q17115009,0401f5fd-ae88-4b39-a003-a5dfddeb9a7d,mugithi,Q37073,pop music,1,0,0,ring,,,"AFRICAN POP > EAST AFRICA > KENYA, UGANDA & SOMALIA",,,attach,music of East Africa,1,,,
Q107970042,14eeb2be-7d6c-4c32-b2b3-ae5b21ff8ea9,mulatós,Q37073,pop music,1,0,0,ring,,,EUROPEAN POP > BALKAN & EASTERN EUROPEAN POP,,,single,Hungarian pop,0,,,
Q135112773,ceeaed0b-4130-4bc9-a0b8-4ce02102c3aa,mūsīqā lubnāniyya,Q37073,pop music,1,0,0,ring,,,"POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > THE LEVANT, ISRAEL & THE GULF",,,single,Arabic pop | Levantine Arabic music,0,,,
Q11324951,e1a4e0f4-cfca-4faa-adfb-fdf8630d5e88,new music,Q37073,pop music,1,0,0,ring,,,CLASSIC POP,,,single,music of Japan | pop music,1,,,
Q7023411,1a59ea8b-4020-4f01-a5ec-afcb30fed28f,nhạc đỏ,Q37073,pop music,1,0,0,ring,,Vietnam,POP AROUND THE WORLD > SOUTHEAST ASIAN POP > VIETNAM,,,attach,music of Vietnam,4,,,
Q107565104,f5bf17de-aa09-46ef-b7a0-a49a2f5bece9,original Pilipino music,Q37073,pop music,1,0,0,ring,,,POP AROUND THE WORLD > SOUTHEAST ASIAN POP,,,attach,music of the Philippines | popular music,1,,,
Q110555065,ba81d364-2b3d-4606-9d47-06edd1fdb33a,Orthodox pop,Q37073,pop music,1,0,0,ring,,,"POP AROUND THE WORLD > MIDDLE EAST & NORTH AFRICA > THE LEVANT, ISRAEL & THE GULF",,,single,contemporary Jewish religious music | pop music,1,,,
Q5480212,6815b113-e7b7-4a2d-82b7-159183cc4022,palm-wine music,Q37073,pop music,1,0,0,ring,,Liberia · Sierra Leone,AFRICAN POP > WEST AFRICA > NIGERIA & GHANA,,,attach,Kru music,9,,,
Q110230816,2dce8aba-1657-4fef-a6af-55298c9f4aeb,pop ghazal,Q37073,pop music,1,0,0,ring,,,POP CROSSOVERS,,,single,music of South Asia | pop music,0,,,
